EJERCICIO,programa,componente,concepto_apoyo,tipo_apoyo,unidad_administrativa,monto_federal_aportado,beneficiario,tipo_cobertura,zona,entidad,cve_ent,municipio,cve_mun,localidad,cve_loc,cve_inegi,PESQUERIA,RNPA_disponible,unidadeconmica,rnpa,clasificacion_cn,ID_ben
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4802579.14,SC DE PRODUCCION DE BIENES Y SERVICIOS LOS TAMARINDOS S DE RL DE CV,MUNICIPAL,CARIBE,CAMPECHE,4,CARMEN,4003,NA,NA,NA,NA,Disponible,SC DE PRODUCCION DE BIENES Y SERVICIOS LOS TAMARINDOS S DE RL DE CV,402000939,OBRAS Y ESTUDIOS,SC DE PRODUCCION DE BIENES Y SERVICIOS LOS TAMARINDOS S DE RL DE CV-SC DE PRODUCCION DE BIENES Y SERVICIOS LOS TAMARINDOS S DE RL DE CV-0402000939-04003XXXX
2010,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,7600000,SC LA DUENA SCL DE CV,MUNICIPAL,CARIBE,CAMPECHE,4,CARMEN,4003,NA,NA,NA,NA,Disponible,SC LA DUENA SCL DE CV,405000530,OBRAS Y ESTUDIOS,SC LA DUENA SCL DE CV-SC LA DUENA SCL DE CV-0405000530-04003XXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2500000,PERCADORES DEL OSTIONAL SOCIEDAD DE SOLIDARIDAD SOCIAL,MUNICIPAL,CARIBE,CAMPECHE,4,CARMEN,4003,NA,NA,NA,NA,No Disponible,PERCADORES DEL OSTIONAL SOCIEDAD DE SOLIDARIDAD SOCIAL,NA,OBRAS Y ESTUDIOS,PERCADORES DEL OSTIONAL SOCIEDAD DE SOLIDARIDAD SOCIAL-PERCADORES DEL OSTIONAL SOCIEDAD DE SOLIDARIDAD SOCIAL-XX-04003XXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,38000000,UNION DE PESCADORES Y ACUACULTORES DE SABANCUY AC UNION DE PRODUCTORES DE PESCA RIBERENA MEDIANA ALTURA ACUACULTURA Y DE BIENES Y SERVICIOS DE SABANCUY U DE P Y LA FED DE COOPERATIVAS RIBERENAS PRODUCCION PESQUERA Y ACUICOLA DE LA ZONA DE SABANCUY SC DE RL DE CV,MUNICIPAL,CARIBE,CAMPECHE,4,CARMEN,4003,NA,NA,NA,NA,No Disponible,UNION DE PESCADORES Y ACUACULTORES DE SABANCUY AC UNION DE PRODUCTORES DE PESCA RIBERENA MEDIANA ALTURA ACUACULTURA Y DE BIENES Y SERVICIOS DE SABANCUY U DE P Y LA FED DE COOPERATIVAS RIBERENAS PRODUCCION PESQUERA Y ACUICOLA DE LA ZONA DE SABANCUY SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,UNION DE PESCADORES Y ACUACULTORES DE SABANCUY AC UNION DE PRODUCTORES DE PESCA RIBERENA MEDIANA ALTURA ACUACULTURA Y DE BIENES Y SERVICIOS DE SABANCUY U DE P Y LA FED DE COOPERATIVAS RIBERENAS PRODUCCION PESQUERA Y ACUICOLA DE LA ZONA DE SABANCUY SC DE RL DE CV-UNION DE PESCADORES Y ACUACULTORES DE SABANCUY AC UNION DE PRODUCTORES DE PESCA RIBERENA MEDIANA ALTURA ACUACULTURA Y DE BIENES Y SERVICIOS DE SABANCUY U DE P Y LA FED DE COOPERATIVAS RIBERENAS PRODUCCION PESQUERA Y ACUICOLA DE LA ZONA DE SABANCUY SC DE RL DE CV-XX-04003XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1639972.83,SCPP Y ACUACULTURA ESCAMA CAMARON DE BIENES Y SERVICIOS ALCATRAZ SC DE RL DE CV,MUNICIPAL,CARIBE,CAMPECHE,4,CARMEN,4003,NA,NA,NA,NA,No Disponible,SCPP Y ACUACULTURA ESCAMA CAMARON DE BIENES Y SERVICIOS ALCATRAZ SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,SCPP Y ACUACULTURA ESCAMA CAMARON DE BIENES Y SERVICIOS ALCATRAZ SC DE RL DE CV-SCPP Y ACUACULTURA ESCAMA CAMARON DE BIENES Y SERVICIOS ALCATRAZ SC DE RL DE CV-XX-04003XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,747607.59,SC DE PRODUCCION DE BIENES Y SERVICIOS PESCADORES DE LA ISLA SC DE RL DE CV,MUNICIPAL,CARIBE,CAMPECHE,4,CARMEN,4003,NA,NA,NA,NA,Disponible,SC DE PRODUCCION DE BIENES Y SERVICIOS PESCADORES DE LA ISLA SC DE RL DE CV,402003776,OBRAS Y ESTUDIOS,SC DE PRODUCCION DE BIENES Y SERVICIOS PESCADORES DE LA ISLA SC DE RL DE CV-SC DE PRODUCCION DE BIENES Y SERVICIOS PESCADORES DE LA ISLA SC DE RL DE CV-0402003776-04003XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1471419.64,ARMANDO PUERTO CAAMAL,MUNICIPAL,CARIBE,CAMPECHE,4,CHAMPOTON,4004,NA,NA,NA,NA,Disponible,ARMANDO PUERTO CAAMAL,403003569,OBRAS Y ESTUDIOS,ARMANDO PUERTO CAAMAL-ARMANDO PUERTO CAAMAL-0403003569-04004XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1459287.57,JAVIER ANTONIO CAM PEREZ,MUNICIPAL,CARIBE,CAMPECHE,4,CHAMPOTON,4004,NA,NA,NA,NA,Disponible,JAVIER ANTONIO CAM PEREZ,403001696,OBRAS Y ESTUDIOS,JAVIER ANTONIO CAM PEREZ-JAVIER ANTONIO CAM PEREZ-0403001696-04004XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1462530.35,ROMAN ABRAHAM VELAZQUEZ VAZQUEZ,MUNICIPAL,CARIBE,CAMPECHE,4,CHAMPOTON,4004,NA,NA,NA,NA,Disponible,ROMAN ABRAHAM VELAZQUEZ VAZQUEZ,403002462,OBRAS Y ESTUDIOS,ROMAN ABRAHAM VELAZQUEZ VAZQUEZ-ROMAN ABRAHAM VELAZQUEZ VAZQUEZ-0403002462-04004XXXX
2010,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4987500,SCPP BS LA HUAYITA SC DE RL,MUNICIPAL,CARIBE,CAMPECHE,4,CHAMPOTON,4004,NA,NA,NA,NA,Disponible,SCPP BS LA HUAYITA SC DE RL,403001753,OBRAS Y ESTUDIOS,SCPP BS LA HUAYITA SC DE RL-SCPP BS LA HUAYITA SC DE RL-0403001753-04004XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1400268.11,ROSARIO IGNACIO HUCHIN HERRERA,MUNICIPAL,CARIBE,CAMPECHE,4,CHAMPOTON,4004,NA,NA,NA,NA,Disponible,ROSARIO IGNACIO HUCHIN HERRERA,403003387,OBRAS Y ESTUDIOS,ROSARIO IGNACIO HUCHIN HERRERA-ROSARIO IGNACIO HUCHIN HERRERA-0403003387-04004XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1400268.11,ANASTACIO REBOLLEDO RENDON,MUNICIPAL,CARIBE,CAMPECHE,4,CHAMPOTON,4004,NA,NA,NA,NA,Disponible,ANASTACIO REBOLLEDO RENDON,403003031,OBRAS Y ESTUDIOS,ANASTACIO REBOLLEDO RENDON-ANASTACIO REBOLLEDO RENDON-0403003031-04004XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,992172.41,MUJERES ACUICOLAS LAS PALICENAS S DE RL DE MI,MUNICIPAL,CARIBE,CAMPECHE,4,PALIZADA,4007,NA,NA,NA,NA,Disponible,MUJERES ACUICOLAS LAS PALICENAS S DE RL DE MI,406000737,OBRAS Y ESTUDIOS,MUJERES ACUICOLAS LAS PALICENAS S DE RL DE MI-MUJERES ACUICOLAS LAS PALICENAS S DE RL DE MI-0406000737-04007XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,400000,CANON DE LA ZORRA SC DE RL DE CV,MUNICIPAL,AGUAS INTERIORES,COAHUILA,5,ACUNA,5002,NA,NA,NA,NA,Disponible,CANON DE LA ZORRA SC DE RL DE CV,500000013,OBRAS Y ESTUDIOS,CANON DE LA ZORRA SC DE RL DE CV-CANON DE LA ZORRA SC DE RL DE CV-0500000013-05002XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,400000,SCPP PESCADORES PRESA LA AMISTAD SCL,MUNICIPAL,AGUAS INTERIORES,COAHUILA,5,ACUNA,5002,NA,NA,NA,NA,Disponible,SCPP PESCADORES PRESA LA AMISTAD SCL,501000012,OBRAS Y ESTUDIOS,SCPP PESCADORES PRESA LA AMISTAD SCL-SCPP PESCADORES PRESA LA AMISTAD SCL-0501000012-05002XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,400000,SCPP BENJAMIN CANALES SCL,MUNICIPAL,AGUAS INTERIORES,COAHUILA,5,JIMENEZ,5014,NA,NA,NA,NA,No Disponible,SCPP BENJAMIN CANALES SCL,NA,OBRAS Y ESTUDIOS,SCPP BENJAMIN CANALES SCL-SCPP BENJAMIN CANALES SCL-XX-05014XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2776501,SCPP PESCADORES VENUSTIANO CARRANZA SCL,MUNICIPAL,AGUAS INTERIORES,COAHUILA,5,JUAREZ,5015,NA,NA,NA,NA,Disponible,SCPP PESCADORES VENUSTIANO CARRANZA SCL,502000029,OBRAS Y ESTUDIOS,SCPP PESCADORES VENUSTIANO CARRANZA SCL-SCPP PESCADORES VENUSTIANO CARRANZA SCL-0502000029-05015XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3304246.8,SCPP EL PARAISO DE ARMERIA COLIMA SC DE RL,MUNICIPAL,PACIFICO SUR,COLIMA,6,COLIMA,6002,NA,NA,NA,NA,No Disponible,SCPP EL PARAISO DE ARMERIA COLIMA SC DE RL,NA,OBRAS Y ESTUDIOS,SCPP EL PARAISO DE ARMERIA COLIMA SC DE RL-SCPP EL PARAISO DE ARMERIA COLIMA SC DE RL-XX-06002XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,5000000,SCPP EL PARAISO DE ARMERIA COLIMA SC DE RL,MUNICIPAL,PACIFICO SUR,COLIMA,6,COLIMA,6002,NA,NA,NA,NA,No Disponible,SCPP EL PARAISO DE ARMERIA COLIMA SC DE RL,NA,OBRAS Y ESTUDIOS,SCPP EL PARAISO DE ARMERIA COLIMA SC DE RL-SCPP EL PARAISO DE ARMERIA COLIMA SC DE RL-XX-06002XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3000000,ACUACULTORES DE LA LAGUNA DE CUYUTLAN SC DE RL DE CV,MUNICIPAL,PACIFICO SUR,COLIMA,6,MANZANILLO,6007,NA,NA,NA,NA,Disponible,ACUACULTORES DE LA LAGUNA DE CUYUTLAN SC DE RL DE CV,601003635,OBRAS Y ESTUDIOS,ACUACULTORES DE LA LAGUNA DE CUYUTLAN SC DE RL DE CV-ACUACULTORES DE LA LAGUNA DE CUYUTLAN SC DE RL DE CV-0601003635-06007XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1760488.02,SC DE BIENES Y/O SERVICIOS BARRA ZACAPULCO SCS DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,ACAPETAHUA,7003,NA,NA,NA,NA,Disponible,SC DE BIENES Y/O SERVICIOS BARRA ZACAPULCO SCS DE CV,701000077,OBRAS Y ESTUDIOS,SC DE BIENES Y/O SERVICIOS BARRA ZACAPULCO SCS DE CV-SC DE BIENES Y/O SERVICIOS BARRA ZACAPULCO SCS DE CV-0701000077-07003XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1980160.02,SC DE BIENES Y/O SERVICIOS DE PRODUCCION PESQUERA LOS CERRITOS SC DE RL DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,ACAPETAHUA,7003,NA,NA,NA,NA,Disponible,SC DE BIENES Y/O SERVICIOS DE PRODUCCION PESQUERA LOS CERRITOS SC DE RL DE CV,701000101,OBRAS Y ESTUDIOS,SC DE BIENES Y/O SERVICIOS DE PRODUCCION PESQUERA LOS CERRITOS SC DE RL DE CV-SC DE BIENES Y/O SERVICIOS DE PRODUCCION PESQUERA LOS CERRITOS SC DE RL DE CV-0701000101-07003XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1999121.75,SCPP DE BIENES Y/O SERVICIOS LA PALMA SCS DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,ACAPETAHUA,7003,NA,NA,NA,NA,Disponible,SCPP DE BIENES Y/O SERVICIOS LA PALMA SCS DE CV,701000093,OBRAS Y ESTUDIOS,SCPP DE BIENES Y/O SERVICIOS LA PALMA SCS DE CV-SCPP DE BIENES Y/O SERVICIOS LA PALMA SCS DE CV-0701000093-07003XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4974771,SCPP BS EL MARCIAL SCS DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,ARRIAGA,7009,NA,NA,NA,NA,No Disponible,SCPP BS EL MARCIAL SCS DE CV,NA,OBRAS Y ESTUDIOS,SCPP BS EL MARCIAL SCS DE CV-SCPP BS EL MARCIAL SCS DE CV-XX-07009XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1999876.68,SCPP BS PESCADORES MIRA MAR SCS DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,ARRIAGA,7009,NA,NA,NA,NA,Disponible,SCPP BS PESCADORES MIRA MAR SCS DE CV,702000720,OBRAS Y ESTUDIOS,SCPP BS PESCADORES MIRA MAR SCS DE CV-SCPP BS PESCADORES MIRA MAR SCS DE CV-0702000720-07009XXXX
2009,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3230000,COOPERATIVA PESQUERA PAJONAL CRUZADERO DE BIENES Y SERVICIOS SCL DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,CATAZAJA,7016,NA,NA,NA,NA,Disponible,COOPERATIVA PESQUERA PAJONAL CRUZADERO DE BIENES Y SERVICIOS SCL DE CV,704002393,OBRAS Y ESTUDIOS,COOPERATIVA PESQUERA PAJONAL CRUZADERO DE BIENES Y SERVICIOS SCL DE CV-COOPERATIVA PESQUERA PAJONAL CRUZADERO DE BIENES Y SERVICIOS SCL DE CV-0704002393-07016XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4885062.57,FED DE COOPERATIVAS PESQUERAS NUEVA CONCORDIA SC DE RL DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,LA CONCORDIA,7020,NA,NA,NA,NA,No Disponible,FED DE COOPERATIVAS PESQUERAS NUEVA CONCORDIA SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED DE COOPERATIVAS PESQUERAS NUEVA CONCORDIA SC DE RL DE CV-FED DE COOPERATIVAS PESQUERAS NUEVA CONCORDIA SC DE RL DE CV-XX-07020XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2000000,LA HACIENDA VIEJA DE ZARAGOZA SC DE RL,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,LA CONCORDIA,7020,NA,NA,NA,NA,Disponible,LA HACIENDA VIEJA DE ZARAGOZA SC DE RL,707000238,OBRAS Y ESTUDIOS,LA HACIENDA VIEJA DE ZARAGOZA SC DE RL-LA HACIENDA VIEJA DE ZARAGOZA SC DE RL-0707000238-07020XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3831982.3,SOCIEDAD DE SOLIDARIDAD SOCIAL PESCADORES DEL BOQUERON,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,OSUMACINTA,7063,NA,NA,NA,NA,Disponible,SOCIEDAD DE SOLIDARIDAD SOCIAL PESCADORES DEL BOQUERON,709003420,OBRAS Y ESTUDIOS,SOCIEDAD DE SOLIDARIDAD SOCIAL PESCADORES DEL BOQUERON-SOCIEDAD DE SOLIDARIDAD SOCIAL PESCADORES DEL BOQUERON-0709003420-07063XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1900064.17,SCPP BS PESCADORES DE LA BOCA DE IOLOMITA S DE RL DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,PIJIJIAPAN,7069,NA,NA,NA,NA,No Disponible,SCPP BS PESCADORES DE LA BOCA DE IOLOMITA S DE RL DE CV,NA,OBRAS Y ESTUDIOS,SCPP BS PESCADORES DE LA BOCA DE IOLOMITA S DE RL DE CV-SCPP BS PESCADORES DE LA BOCA DE IOLOMITA S DE RL DE CV-XX-07069XXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2500000,SCPP GENERAL HERIBERTO JARA DE BIENES Y SERVICIOS SC DE RL DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,PIJIJIAPAN,7069,NA,NA,NA,NA,Disponible,SCPP GENERAL HERIBERTO JARA DE BIENES Y SERVICIOS SC DE RL DE CV,703000026,OBRAS Y ESTUDIOS,SCPP GENERAL HERIBERTO JARA DE BIENES Y SERVICIOS SC DE RL DE CV-SCPP GENERAL HERIBERTO JARA DE BIENES Y SERVICIOS SC DE RL DE CV-0703000026-07069XXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,23310000,SCPP GENERAL HERIBERTO JARA DE BIENES Y SERVICIOS SC DE RL DE CV LA SCPP BS LAS BRISAS DE PIJIJIAPAN SC DE RL DE CV LA SCPP ARCHIPIELAGO DE BIENES Y SERVICIOS S DE RL DE CV LA SCPP OBREROS DEL MAR SCL DE CV LA SCPP BS EFRAIN VAZQUEZ RAMOS SC DE RL DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,PIJIJIAPAN,7069,NA,NA,NA,NA,No Disponible,SCPP GENERAL HERIBERTO JARA DE BIENES Y SERVICIOS SC DE RL DE CV LA SCPP BS LAS BRISAS DE PIJIJIAPAN SC DE RL DE CV LA SCPP ARCHIPIELAGO DE BIENES Y SERVICIOS S DE RL DE CV LA SCPP OBREROS DEL MAR SCL DE CV LA SCPP BS EFRAIN VAZQUEZ RAMOS SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,SCPP GENERAL HERIBERTO JARA DE BIENES Y SERVICIOS SC DE RL DE CV LA SCPP BS LAS BRISAS DE PIJIJIAPAN SC DE RL DE CV LA SCPP ARCHIPIELAGO DE BIENES Y SERVICIOS S DE RL DE CV LA SCPP OBREROS DEL MAR SCL DE CV LA SCPP BS EFRAIN VAZQUEZ RAMOS SC DE RL DE CV-SCPP GENERAL HERIBERTO JARA DE BIENES Y SERVICIOS SC DE RL DE CV LA SCPP BS LAS BRISAS DE PIJIJIAPAN SC DE RL DE CV LA SCPP ARCHIPIELAGO DE BIENES Y SERVICIOS S DE RL DE CV LA SCPP OBREROS DEL MAR SCL DE CV LA SCPP BS EFRAIN VAZQUEZ RAMOS SC DE RL DE CV-XX-07069XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,30000000,FED DE SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA DE PIJIJIAPAN CHIAPAS SCL,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,PIJIJIAPAN,7069,NA,NA,NA,NA,No Disponible,FED DE SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA DE PIJIJIAPAN CHIAPAS SCL,NA,OBRAS Y ESTUDIOS,FED DE SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA DE PIJIJIAPAN CHIAPAS SCL-FED DE SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA DE PIJIJIAPAN CHIAPAS SCL-XX-07069XXXX
2010,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4987500,SCPP BS BARRA DE MAPACHE SC DE RL DE CV,MUNICIPAL,PACIFICO SUR,CHIAPAS,7,PIJIJIAPAN,7069,NA,NA,NA,NA,Disponible,SCPP BS BARRA DE MAPACHE SC DE RL DE CV,703000679,OBRAS Y ESTUDIOS,SCPP BS BARRA DE MAPACHE SC DE RL DE CV-SCPP BS BARRA DE MAPACHE SC DE RL DE CV-0703000679-07069XXXX
