EJERCICIO,programa,componente,incentivo,uni_admin,cve_presupuestal,beneficiario,monto_federal_aportado,tipo_cobertura,zona,entidad,cve_ent,municipio,cve_mun,localidad,cve_loc,cve_inegi,fecha_ini,fechar_ter,tipo_apoyo,direccion,tipodecomite,PESQUERIA,rnpa,RNPA_disponible,entidad_comite,cobertura_comite,pesqueria_estandar,clasificacion_cn,ID_ben
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO PELAGICOS MENORES DE BAJA CALIFORNIA AC,592000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Decima 272 Col. Seccion Primera Ciudad Ensenada Edo. Baja California C.P. 22800,ESTATAL,PELAGICOS MENORES,NA,No Disponible,BAJA CALIFORNIA,ESTATAL,PELAGICOS MENORES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO PELAGICOS MENORES DE BAJA CALIFORNIA AC-XX-XX-020010001
2018,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,ASOCIACION DE PESCADORES DE CAMARON RIBERENOS EN SINALOA AC,523000,LOCAL,PACIFICO NORTE,SINALOA,25,MAZATLAN,25012,MAZATLAN,250120001,250120001, 2/20/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Circuito Villa Lagunas 2941 Col. Villas Del Rio Ciudad Culiacan Rosales Edo. Sinaloa C.P. 80050,ESTATAL,CAMARON RIBERA,NA,No Disponible,SINALOA,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,ASOCIACION DE PESCADORES DE CAMARON RIBERENOS EN SINALOA AC-XX-XX-250120001
2015,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE SISTEMA PRODUCTO ESCAMA FINA AC,252000,LOCAL,GOLFO DE MEXICO,TAMAULIPAS,28,TAMPICO,28038,TAMPICO,280380001,280380001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Villa Vera 103A Col. Lomas De Rosales Ciudad Tampico Edo. Tamaulipas C.P. 89100,ESTATAL,ESCAMA MARINA,NA,No Disponible,TAMAULIPAS,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO ESCAMA FINA AC-XX-XX-280380001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO CAMARON DE CULTIVO DE NAYARIT AC,453000,LOCAL,PACIFICO NORTE,NAYARIT,18,ACAPONETA,18001,ACAPONETA,180010001,180010001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Matamoro Poniente 13 Col.  Ciudad  Edo. Nayarit C.P. ,ESTATAL,CAMARON DE CULTIVO,NA,No Disponible,NAYARIT,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CAMARON DE CULTIVO DE NAYARIT AC-XX-XX-180010001
2014,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,SISTEMA PRODUCTO ESCAMA MARINA TABASCO AC,218000,LOCAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,CARDENAS,270020027,270020027,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Complejo Pesquero 1 Col. Coronel Andres Sanchez Magallanes Ciudad Localidad Edo. Tabasco C.P. 86460,ESTATAL,ESCAMA MARINA,NA,No Disponible,TABASCO,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO ESCAMA MARINA TABASCO AC-XX-XX-270020027
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CONSEJO DE PRODUCTORES DE CAMARON EN BAJA CALIFORNIA AC,600000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,"Calle y Num. Av. Benustiano Carranza s/n  Doctor Alberto Oviedo Mota, La Paz, Baja California Sur C.P. 21810",ESTATAL,CAMARON CULTIVO,NA,No Disponible,BAJA CALIFORNIA,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,CONSEJO DE PRODUCTORES DE CAMARON EN BAJA CALIFORNIA AC-XX-XX-020010001
2014,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE NACIONAL SISTEMA PRODUCTO JAIBA AC,1300000,LOCAL,GOLFO DE MEXICO,TAMAULIPAS,28,SAN FERNANDO,28035,SAN FERNANDO,280350001,280350001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Calle 12 Avenida Serdan 465 Col. Guaymas Centro Ciudad Heroica Guaymas Edo. Sonora C.P. 85400,NACIONAL,JAIBA,NA,No Disponible,NA,NACIONAL,JAIBAS,CADENAS PRODUCTIVAS,COMITE NACIONAL SISTEMA PRODUCTO JAIBA AC-XX-XX-280350001
2015,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA EN SAN LUIS POTOSI AC,85000,LOCAL,AGUAS INTERIORES,SAN LUIS POTOSI,24,SAN LUIS POTOSI,24028,SAN LUIS POTOSI,240280001,240280001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Cordillera Del Marquez 161 C Col. Lomas 4A Seccion Ciudad San Luis Potosi Edo. San Luis Potosi C.P. 78216,ESTATAL,TILAPIA,NA,No Disponible,SAN LUIS POTOSI,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA EN SAN LUIS POTOSI AC-XX-XX-240280001
2018,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CONSEJO SINALOENSE DEL CALAMAR AC,435000,LOCAL,PACIFICO NORTE,SINALOA,25,MAZATLAN,25012,MAZATLAN,250120001,250120001, 2/20/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Av. Emilio Barragan 63Sur Col. Lazaro Cardenas Ciudad Mazatlan Edo. Sinaloa C.P. 82040,ESTATAL,CALAMAR,NA,No Disponible,SINALOA,ESTATAL,CALAMARES,CADENAS PRODUCTIVAS,CONSEJO SINALOENSE DEL CALAMAR AC-XX-XX-250120001
2018,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO TILAPIA NAYARIT AC,374000,LOCAL,PACIFICO NORTE,NAYARIT,18,TEPIC,18017,TEPIC,180170001,180170001, 2/20/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. La Paz 1 Col. Pueblo Nuevo Ciudad Xalisco Edo. Nayarit C.P. 63784,ESTATAL,TILAPIA,NA,No Disponible,NAYARIT,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA NAYARIT AC-XX-XX-180170001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL SISTEMAPRODUCTO JAIBA EN SINALOA AC,537684,LOCAL,PACIFICO NORTE,SINALOA,25,GUASAVE,25011,GUASAVE,250110001,250110001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Sin Nombre S/N Col. El Cerro Cabezon Ciudad Localidad Edo. Sinaloa C.P. 81118,ESTATAL,JAIBA,NA,No Disponible,SINALOA,ESTATAL,JAIBAS,CADENAS PRODUCTIVAS,COMITE ESTATAL SISTEMAPRODUCTO JAIBA EN SINALOA AC-XX-XX-250110001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO PELAGICOS MENORES DE BAJA CALIFORNIA AC,578150.28,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Decima 272 Col. Seccion Primera Ciudad Ensenada Edo. Baja California C.P. 22800,ESTATAL,PELAGICOS MENORES (SARDINA),NA,No Disponible,BAJA CALIFORNIA,ESTATAL,PELAGICOS MENORES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO PELAGICOS MENORES DE BAJA CALIFORNIA AC-XX-XX-020010001
2014,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE SISTEMA PRODUCTO TILAPIA TABASCO AC,344000,LOCAL,GOLFO DE MEXICO,TABASCO,27,EMILIANO ZAPATA,27007,EMILIANO ZAPATA,270070001,270070001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Carretera Jalapa - Villahermosa S/N Col. Jalapa Ciudad Localidad Edo. Tabasco C.P. 86850,ESTATAL,TILAPIA,NA,No Disponible,TABASCO,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA TABASCO AC-XX-XX-270070001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,PRODUCTORES DE ERIZO DE BAJA CALIFORNIA AC,597000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. San Felipe 107 Col. Reforma Ciudad Ensenada Edo. Baja California C.P. 22830,ESTATAL,ERIZO,NA,No Disponible,BAJA CALIFORNIA,ESTATAL,ERIZOS,CADENAS PRODUCTIVAS,PRODUCTORES DE ERIZO DE BAJA CALIFORNIA AC-XX-XX-020010001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,SISTEMA DE PRODUCTO BAGRE MICHOACAN AC,399142.01,LOCAL,PACIFICO SUR,MICHOACAN,16,LAZARO CARDENAS,16052,CIUDAD LAZARO CARDENAS,160520001,160520001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Aeropuerto 6 Col. J. Trinidad Barragan Ciudad Sahuayo De Morelos Edo. Michoacan C.P. 59020,ESTATAL,BAGRE,NA,No Disponible,MICHOACAN,ESTATAL,BAGRES,CADENAS PRODUCTIVAS,SISTEMA DE PRODUCTO BAGRE MICHOACAN AC-XX-XX-160520001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,SISTEMA PRODUCTO TRUCHA DE MICHOACAN AC,625562.85,LOCAL,PACIFICO SUR,MICHOACAN,16,SAHUAYO,16076,SAHUAYO DE MORELOS,160760001,160760001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Claudio Debussy 167 Col. La Loma Ciudad Morelia Edo. Michoacan C.P. 58290,ESTATAL,TRUCHA,NA,No Disponible,MICHOACAN,ESTATAL,TRUCHAS,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO TRUCHA DE MICHOACAN AC-XX-XX-160760001
2015,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO TILAPIA SINALOA AC,510000,LOCAL,PACIFICO NORTE,SINALOA,25,CULIACAN,25006,CULIACAN ROSALES,250060001,250060001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Mision De La Purisima 2355 Col. Capistrano Residencial Ciudad Culiacan Rosales Edo. Sinaloa C.P. 80194,ESTATAL,TILAPIA,NA,No Disponible,SINALOA,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA SINALOA AC-XX-XX-250060001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA DEL ESTADO DE MEXICO AC,354000,LOCAL,AGUAS INTERIORES,MEXICO,15,TEJUPILCO,15082,TEJUPILCO DE HIDALGO,150820001,150820001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Boulevard De Los Planetas S/N Col. El Sol Ciudad Localidad Edo. Edo. Mexico C.P. 51412,ESTATAL,TILAPIA,NA,No Disponible,NA,NACIONAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA DEL ESTADO DE MEXICO AC-XX-XX-150820001
2019,Fomento a la Productividad Pesquera y Acuicola,Fomento al Consumo,Desarrollo de Cadenas Productivas,Direccion General de Organizacion y Fomento,S261-4DF,COMITE NACIONAL SISTEMA PRODUCTO CAMARON DE CULTIVO AC,211111,LOCAL,PACIFICO NORTE,SINALOA,25,CULIACAN,25006,CULIACAN ROSALES,250060001,250060001,11/14/2019,12/31/2019,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Rio Ameca 1864 Col. Los Pinos Ciudad Culiacan Rosales Edo. Sinaloa C.P. 80128.,NACIONAL,CAMARON,NA,No Disponible,NA,NACIONAL,CAMARONES,CADENAS PRODUCTIVAS,COMITE NACIONAL SISTEMA PRODUCTO CAMARON DE CULTIVO AC-XX-XX-250060001
2015,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO LANGOSTA DE BAJA CALIFORNIA SUR AC,245000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LA PAZ,3003,LA PAZ,30030001,30030001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Marcelo Rubio 2945 Col. Pueblo Nuevo Ciudad La Paz Edo. Baja California Sur C.P. 23060,ESTATAL,LANGOSTA,NA,No Disponible,BAJA CALIFORNIA SUR,ESTATAL,LANGOSTAS,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO LANGOSTA DE BAJA CALIFORNIA SUR AC-XX-XX-030030001
2019,Fomento a la Productividad Pesquera y Acuicola,Fomento al Consumo,Desarrollo de Cadenas Productivas,Direccion General de Organizacion y Fomento,S261-4DF,COMITE SISTEMA PRODUCTO PELAGICOS MENORES DE BAJA CALIFORNIA SUR AC,149114,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LA PAZ,3003,LA PAZ,30030001,30030001,11/15/2019,12/31/2019,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,"Calle Y Num. Privada Cachiri # 323 Colonia nueva puesta del sol C.P. 23095 La Paz, Baja California Sur.",ESTATAL,PELAGICOS MENORES,NA,No Disponible,BAJA CALIFORNIA SUR,ESTATAL,PELAGICOS MENORES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO PELAGICOS MENORES DE BAJA CALIFORNIA SUR AC-XX-XX-030030001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,UNION DE PRODUCTORES DE TILAPIA DEL ESTADO DE HIDALGO AC,347000,LOCAL,AGUAS INTERIORES,HIDALGO,13,TECOZAUTLA,13059,TECOZAUTLA,130590001,130590001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Domicilio Conocido S/N Col. Manguani Ciudad Localidad Edo. Hidalgo C.P. 42446,ESTATAL,TILAPIA,NA,No Disponible,HIDALGO,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,UNION DE PRODUCTORES DE TILAPIA DEL ESTADO DE HIDALGO AC-XX-XX-130590001
2015,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO CAMARON DE CULTIVO DE NAYARIT AC,464000,LOCAL,PACIFICO NORTE,NAYARIT,18,ACAPONETA,18001,ACAPONETA,180010001,180010001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Matamoro Poniente 13 Col.  Ciudad  Edo. Nayarit C.P. ,ESTATAL,CAMARON CULTIVO,NA,No Disponible,NAYARIT,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CAMARON DE CULTIVO DE NAYARIT AC-XX-XX-180010001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,SISTEMA PRODUCTO TILAPIA DE MICHOACAN AC,298500,LOCAL,PACIFICO SUR,MICHOACAN,16,MORELIA,16053,MORELIA,160530001,160530001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Palisandro 51 Col. Santa Fe Ciudad Morelia Edo. Michoacan C.P. 58128,ESTATAL,TILAPIA,NA,No Disponible,MICHOACAN,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO TILAPIA DE MICHOACAN AC-XX-XX-160530001
2019,Fomento a la Productividad Pesquera y Acuicola,Fomento al Consumo,Desarrollo de Cadenas Productivas,Direccion General de Organizacion y Fomento,S261-4DF,SISTEMA PRODUCTO TRUTICOLA DE VERACRUZ AC,181000,LOCAL,GOLFO DE MEXICO,VERACRUZ,30,XALAPA,30087,XALAPA-ENRIQUEZ,300870001,300870001,11/14/2019,12/31/2019,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,"Calle Y Num. Hortencia # 3 Colonia Adalberto Tejeda C.P. 91070 Xalapa, Veracruz.",ESTATAL,TRUCHA,NA,No Disponible,VERACRUZ,ESTATAL,TRUCHAS,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO TRUTICOLA DE VERACRUZ AC-XX-XX-300870001
2015,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE HIDALGUENSE SISTEMA PRODUCTO TRUCHA AC,444000,LOCAL,AGUAS INTERIORES,HIDALGO,13,TULANCINGO DE BRAVO,13077,TULANCINGO,130770001,130770001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Miguel Hidalgo 20 Col. La Canada Ciudad Tulancingo Edo. Hidalgo C.P. 43615,ESTATAL,TRUCHA,NA,No Disponible,HIDALGO,ESTATAL,TRUCHAS,CADENAS PRODUCTIVAS,COMITE HIDALGUENSE SISTEMA PRODUCTO TRUCHA AC-XX-XX-130770001
2014,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE SISTEMA PRODUCTO TILAPIA VERACRUZ AC,581000,LOCAL,GOLFO DE MEXICO,VERACRUZ,30,VERACRUZ,30193,VERACRUZ,301930001,301930001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Floresta Poniente 767 Col. Floresta Ciudad Veracruz Edo. Veracruz C.P. 91940,ESTATAL,TILAPIA,NA,No Disponible,VERACRUZ,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA VERACRUZ AC-XX-XX-301930001
2018,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO TILAPIA TABASCO AC,490000,LOCAL,GOLFO DE MEXICO,TABASCO,27,EMILIANO ZAPATA,27007,EMILIANO ZAPATA,270070001,270070001, 2/20/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Carretera Jalapa - Villahermosa S/N Col. Jalapa Ciudad Localidad Edo. Tabasco C.P. 86850,ESTATAL,TILAPIA,NA,No Disponible,TABASCO,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA TABASCO AC-XX-XX-270070001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,TRUTICOLA ROCHI AC,650000,LOCAL,AGUAS INTERIORES,CHIHUAHUA,8,GUACHOCHI,8027,GUACHOCHI,80270001,80270001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Lote 6 Manzana 31 0 Col. Guachochi Centro Ciudad Localidad Edo. Chihuahua C.P. 33180,ESTATAL,TRUCHA,803000280,Disponible,NA,POR DEFINIR,TRUCHAS,CADENAS PRODUCTIVAS,TRUTICOLA ROCHI AC-TRUTICOLA ROCHI AC-0803000280-080270001
2018,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO CALAMAR DE BAJA CALIFORNIA SUR AC,432000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,SANTA ROSALIA,30020001,30020001, 2/20/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Calle 10 #8 Col. Centro Ciudad Santa Rosalia Edo. Baja California Sur C.P. 23920,ESTATAL,CALAMAR,NA,No Disponible,BAJA CALIFORNIA SUR,ESTATAL,CALAMARES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CALAMAR DE BAJA CALIFORNIA SUR AC-XX-XX-030020001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,SISTEMA PRODUCTO TRUCHA DE MICHOACAN AC,592000,LOCAL,PACIFICO SUR,MICHOACAN,16,MORELIA,16053,MORELIA,160530001,160530001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,-,ESTATAL,TRUCHA,NA,No Disponible,MICHOACAN,ESTATAL,TRUCHAS,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO TRUCHA DE MICHOACAN AC-XX-XX-160530001
2015,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE SISTEMA PRODUCTO TILAPIA VERACRUZ AC,277000,LOCAL,GOLFO DE MEXICO,VERACRUZ,30,VERACRUZ,30193,VERACRUZ,301930001,301930001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Floresta Poniente 767 Col. Floresta Ciudad Veracruz Edo. Veracruz C.P. 91940,ESTATAL,TILAPIA,NA,No Disponible,VERACRUZ,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA VERACRUZ AC-XX-XX-301930001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO LANGOSTA DE BAJA CALIFORNIA SUR AC,209000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LA PAZ,3003,LA PAZ,30030001,30030001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Marcelo Rubio 2945 Col. Pueblo Nuevo Ciudad La Paz Edo. Baja California Sur C.P. 23060,ESTATAL,LANGOSTA,NA,No Disponible,BAJA CALIFORNIA SUR,ESTATAL,LANGOSTAS,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO LANGOSTA DE BAJA CALIFORNIA SUR AC-XX-XX-030030001
2015,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,ASOCIACION DE PESCADORES DE CAMARON RIBERENOS EN SINALOA AC,442000,LOCAL,PACIFICO NORTE,SINALOA,25,MAZATLAN,25012,MAZATLAN,250120001,250120001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Circuito Villa Lagunas 2941 Col. Villas Del Rio Ciudad Culiacan Rosales Edo. Sinaloa C.P. 80050,ESTATAL,CAMARON RIBERA,NA,No Disponible,SINALOA,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,ASOCIACION DE PESCADORES DE CAMARON RIBERENOS EN SINALOA AC-XX-XX-250120001
2018,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,PRODUCTORES MICHOACANOS DE TILAPIA AC,453000,LOCAL,PACIFICO SUR,MICHOACAN,16,LAZARO CARDENAS,16052,CIUDAD LAZARO CARDENAS,160520001,160520001, 2/20/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Palisandro 51 Col. Santa Fe Ciudad Morelia Edo. Michoacan C.P. 58128,ESTATAL,TILAPIA,NA,No Disponible,MICHOACAN,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,PRODUCTORES MICHOACANOS DE TILAPIA AC-XX-XX-160520001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CESP TILAPIA AC,320000,LOCAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,HERMOSILLO,260300001,260300001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Jesus Garcia 3 Col. Hermosillo Centro Ciudad Hermosillo Edo. Sonora C.P. 83000,ESTATAL,TILAPIA,NA,No Disponible,NA,POR DEFINIR,ESCAMA,CADENAS PRODUCTIVAS,CESP TILAPIA AC-XX-XX-260300001
