EJERCICIO,programa,componente,incentivo,uni_admin,cve_presupuestal,beneficiario,monto_federal_aportado,tipo_cobertura,zona,entidad,cve_ent,municipio,cve_mun,localidad,cve_loc,cve_inegi,fecha_ini,fechar_ter,tipo_apoyo,direccion,tipodecomite,PESQUERIA,rnpa,RNPA_disponible,entidad_comite,cobertura_comite,pesqueria_estandar,clasificacion_cn,ID_ben
2015,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,CONSEJO NACIONAL OSTRICOLA AC,1105180,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Teniente Azueta 187 Col. Seccion Primera Ciudad Ensenada Edo. Baja California C.P. 22800,NACIONAL,OSTION,NA,No Disponible,NA,NACIONAL,OSTIONES,CADENAS PRODUCTIVAS,CONSEJO NACIONAL OSTRICOLA AC-XX-XX-020010001
2015,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,OSTRICULTORES DE BAJA CALIFORNIA AC,849000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,SAN QUINTIN,20010857,20010857, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Leona Vicario 315 Col. Nuevo Baja California Ciudad Localidad Edo. Baja California C.P. 22930,ESTATAL,OSTION,NA,No Disponible,BAJA CALIFORNIA,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,OSTRICULTORES DE BAJA CALIFORNIA AC-XX-XX-020010857
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CESP JAIBA EN SONORA AC,285000,LOCAL,PACIFICO NORTE,SONORA,26,PUERTO PENASCO,26048,PUERTO PENASCO,260480001,260480001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Lazaro Cardenas 479 Col. Nuevo Penasco Ciudad Puerto Penasco Edo. Sonora C.P. 83553,ESTATAL,JAIBA,NA,No Disponible,SONORA,ESTATAL,JAIBAS,CADENAS PRODUCTIVAS,CESP JAIBA EN SONORA AC-XX-XX-260480001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL EN SONORA DEL SISTEMA PRODUCTO OSTION AC,499000,LOCAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,HERMOSILLO,260300001,260300001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Boulevard Vildosola 147-D Col. Villa De Seris Sur Ciudad Hermosillo Edo. Sonora C.P. 83280,ESTATAL,OSTION,NA,No Disponible,SONORA,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,COMITE ESTATAL EN SONORA DEL SISTEMA PRODUCTO OSTION AC-XX-XX-260300001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,SISTEMA PRODUCTO CAMARON DE ALTAMAR AC,404175.77,LOCAL,PACIFICO NORTE,SINALOA,25,MAZATLAN,25012,MAZATLAN,250120001,250120001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Cerrada Tabachines 125 Col. Arboledas Ii Ciudad Mazatlan Edo. Sinaloa C.P. 82132,ESTATAL,CAMARON ALTAMAR,NA,No Disponible,NA,POR DEFINIR,CAMARONES,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO CAMARON DE ALTAMAR AC-XX-XX-250120001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO CALAMAR DE BAJA CALIFORNIA AC,375000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Agustin Sanguines 269 Col. Playa De Ensenada Ciudad Ensenada Edo. Baja California C.P. 22880,ESTATAL,CALAMAR,NA,No Disponible,BAJA CALIFORNIA,ESTATAL,CALAMARES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CALAMAR DE BAJA CALIFORNIA AC-XX-XX-020010001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO TILAPIA SINALOA AC,502000,LOCAL,PACIFICO NORTE,SINALOA,25,CULIACAN,25006,CULIACAN ROSALES,250060001,250060001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Mision De La Purisima 2355 Col. Capistrano Residencial Ciudad Culiacan Rosales Edo. Sinaloa C.P. 80194,ESTATAL,TILAPIA,NA,No Disponible,SINALOA,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA SINALOA AC-XX-XX-250060001
2019,Fomento a la Productividad Pesquera y Acuicola,Fomento al Consumo,Desarrollo de Cadenas Productivas,Direccion General de Organizacion y Fomento,S261-4DF,PRODUCTORES DE PECES Y ORGANISMOS ACUATICOS ORNAMENTALES DE LA CIUDAD DE MEXICO AC,160000,LOCAL,AGUAS INTERIORES,CIUDAD DE MEXICO,9,XOCHIMILCO,9013,XOCHIMILCO,90130001,90130001,11/14/2019,12/31/2019,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,"Calle Y Num. Cerrada de Allende # 8 Colonia San Andres Ahuayucan C.P. 16810 Xochimilco, Ciudad de México.",ESTATAL,PECES DE ORNATO,NA,No Disponible,NA,NACIONAL,PECES DE ORNATO,CADENAS PRODUCTIVAS,PRODUCTORES DE PECES Y ORGANISMOS ACUATICOS ORNAMENTALES DE LA CIUDAD DE MEXICO AC-XX-XX-090130001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO CALAMAR DE BAJA CALIFORNIA SUR AC,370500,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,SANTA ROSALIA,30020001,30020001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Calle 10 #8 Col. Centro Ciudad Santa Rosalia Edo. Baja California Sur C.P. 23920,ESTATAL,CALAMAR,NA,No Disponible,BAJA CALIFORNIA SUR,ESTATAL,CALAMARES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CALAMAR DE BAJA CALIFORNIA SUR AC-XX-XX-030020001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA YUCATAN AC,725500,LOCAL,CARIBE,YUCATAN,31,MERIDA,31050,MERIDA,310500001,310500001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. 31 A 238 Col. Miguel Aleman Ciudad Merida Edo. Yucatan C.P. 97148,ESTATAL,TILAPIA,NA,No Disponible,YUCATAN,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA YUCATAN AC-XX-XX-310500001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CESP JAIBA EN SONORA AC,275000,LOCAL,PACIFICO NORTE,SONORA,26,PUERTO PENASCO,26048,PUERTO PENASCO,260480001,260480001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Lazaro Cardenas 479 Col. Nuevo Penasco Ciudad Puerto Penasco Edo. Sonora C.P. 83553,ESTATAL,JAIBA,NA,No Disponible,SONORA,ESTATAL,JAIBAS,CADENAS PRODUCTIVAS,CESP JAIBA EN SONORA AC-XX-XX-260480001
2014,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE ESTATAL SISTEMA PRODUCTO CAMARON TABASCO AC,329000,LOCAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,CARDENAS,270020027,270020027,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Ave 7 Valles 4748 Col. Valle Alto Ciudad Culiacan Rosales Edo. Sinaloa C.P. 80050,ESTATAL,CAMARON CULTIVO,NA,No Disponible,TABASCO,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,COMITE ESTATAL SISTEMA PRODUCTO CAMARON TABASCO AC-XX-XX-270020027
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL EN SONORA DEL SISTEMA PRODUCTO OSTION AC,420000,LOCAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,HERMOSILLO,260300001,260300001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Boulevard Vildosola 147-D Col. Villa De Seris Sur Ciudad Hermosillo Edo. Sonora C.P. 83280,ESTATAL,OSTION,NA,No Disponible,SONORA,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,COMITE ESTATAL EN SONORA DEL SISTEMA PRODUCTO OSTION AC-XX-XX-260300001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CONSEJO SINALOENSE DEL CALAMAR AC,700000,LOCAL,PACIFICO NORTE,SINALOA,25,MAZATLAN,25012,MAZATLAN,250120001,250120001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Av. Emilio Barragan 63Sur Col. Lazaro Cardenas Ciudad Mazatlan Edo. Sinaloa C.P. 82040,ESTATAL,CALAMAR,NA,No Disponible,SINALOA,ESTATAL,CALAMARES,CADENAS PRODUCTIVAS,CONSEJO SINALOENSE DEL CALAMAR AC-XX-XX-250120001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CONSEJO ESTATAL DE ACUACULTORES ORNAMENTALES DE MORELOS AC,444662.03,LOCAL,AGUAS INTERIORES,MORELOS,17,ZACATEPEC,17031,ZACATEPEC DE HIDALGO,170310001,170310001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Carretera Cuautla Chinameca S/N Col. Chinameca Ciudad Localidad Edo. Morelos C.P. 62723,ESTATAL,PECES DE ORNATO,NA,No Disponible,MORELOS,ESTATAL,PECES DE ORNATO,CADENAS PRODUCTIVAS,CONSEJO ESTATAL DE ACUACULTORES ORNAMENTALES DE MORELOS AC-XX-XX-170310001
2014,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE SISTEMA PRODUCTO ESCAMA MARINA Y DE AGUAS CONTINENTALES EN EL ESTADO DE VERACRUZ AC,510000,LOCAL,GOLFO DE MEXICO,VERACRUZ,30,ALVARADO,30011,ALVARADO,300110001,300110001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. 15 De Octubre 87 Col. La Trocha Ciudad Alvarado Edo. Veracruz C.P. 95277,ESTATAL,ESCAMA MARINA,NA,No Disponible,VERACRUZ,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO ESCAMA MARINA Y DE AGUAS CONTINENTALES EN EL ESTADO DE VERACRUZ AC-XX-XX-300110001
2016,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola.,Desarrollo de Cadenas Productivas,Direccion General de Organizacion y Fomento,S261-4DB,CONSEJO NACIONAL DEL BAGRE AC,1210000,LOCAL,AGUAS INTERIORES,SAN LUIS POTOSI,24,CIUDAD VALLES,24013,CIUDAD VALLES,240130001,240130001,  8/1/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Remolino 708 Col.  Ciudad  Edo. San Luis Potosi C.P. ,NACIONAL,BAGRE,NA,No Disponible,NA,NACIONAL,BAGRES,CADENAS PRODUCTIVAS,CONSEJO NACIONAL DEL BAGRE AC-XX-XX-240130001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE HIDALGUENSE SISTEMA PRODUCTO TRUCHA AC,437000,LOCAL,AGUAS INTERIORES,HIDALGO,13,TULANCINGO DE BRAVO,13077,TULANCINGO,130770001,130770001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Miguel Hidalgo 20 Col. La Canada Ciudad Tulancingo Edo. Hidalgo C.P. 43615,ESTATAL,TRUCHA,NA,No Disponible,HIDALGO,ESTATAL,TRUCHAS,CADENAS PRODUCTIVAS,COMITE HIDALGUENSE SISTEMA PRODUCTO TRUCHA AC-XX-XX-130770001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO CAMARON DE CULTIVO DEL ESTADO DE SINALOA AC,317000,LOCAL,PACIFICO NORTE,SINALOA,25,CULIACAN,25006,CULIACAN ROSALES,250060001,250060001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Rio Ameca 1864 Col. Los Pinos Ciudad Culiacan Rosales Edo. Sinaloa C.P. 80128,ESTATAL,CAMARON CULTIVO,NA,No Disponible,SINALOA,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CAMARON DE CULTIVO DEL ESTADO DE SINALOA AC-XX-XX-250060001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,SISTEMA PRODUCTO TRUCHA DEL ESTADO DE MEXICO AC,491000,LOCAL,AGUAS INTERIORES,MEXICO,15,ACULCO,15003,ACULCO DE ESPINOZA,150030001,150030001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,"Calle Y Num. Truchas,  Manzana 5, Lote 1 Sin Nêmero Col. Miranda Ciudad Villa Nicolas Romero Edo. Edo. Mexico C.P. 54430",ESTATAL,TRUCHA,NA,No Disponible,NA,NACIONAL,TRUCHAS,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO TRUCHA DEL ESTADO DE MEXICO AC-XX-XX-150030001
2015,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA YUCATAN AC,573000,LOCAL,CARIBE,YUCATAN,31,MERIDA,31050,MERIDA,310500001,310500001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. 31 A 238 Col. Miguel Aleman Ciudad Merida Edo. Yucatan C.P. 97148,ESTATAL,TILAPIA,NA,No Disponible,YUCATAN,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA YUCATAN AC-XX-XX-310500001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,SISTEMA PRODUCTO CAMARON DE ALTAMAR AC,500000,LOCAL,PACIFICO NORTE,SINALOA,25,MAZATLAN,25012,MAZATLAN,250120001,250120001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Cerrada Tabachines 125 Col. Arboledas Ii Ciudad Mazatlan Edo. Sinaloa C.P. 82132,ESTATAL,CAMARON ALTAMAR,NA,No Disponible,NA,POR DEFINIR,CAMARONES,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO CAMARON DE ALTAMAR AC-XX-XX-250120001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL PRODUCTO TILAPIA DEL ESTADO DE ZACATECAS AC,258000,LOCAL,AGUAS INTERIORES,ZACATECAS,32,ZACATECAS,32056,ZACATECAS,320560001,320560001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. 2 De Abril 5 Col. Tacoaleche Ciudad Localidad Edo. Zacatecas C.P. 98630,ESTATAL,TILAPIA,NA,No Disponible,ZACATECAS,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE ESTATAL PRODUCTO TILAPIA DEL ESTADO DE ZACATECAS AC-XX-XX-320560001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CONSEJO DEL CAMARON EN TAMAULIPAS AC,178000,LOCAL,GOLFO DE MEXICO,TAMAULIPAS,28,TAMPICO,28038,TAMPICO,280380001,280380001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Belisario Dominguez 1016 Col. Volantin Ciudad Tampico Edo. Tamaulipas C.P. 89199,ESTATAL,CAMARON ALTAMAR,NA,No Disponible,TAMAULIPAS,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,CONSEJO DEL CAMARON EN TAMAULIPAS AC-XX-XX-280380001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CONSEJO MEXICANO DEL CALAMAR GIGANTE EN SONORA AC,485000,LOCAL,PACIFICO NORTE,SONORA,26,GUAYMAS,26029,HEROICA GUAYMAS,260290001,260290001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Calle 11 Y 12 Avenida Serdan 465 Col. Guaymas Centro Ciudad Heroica Guaymas Edo. Sonora C.P. 85400,ESTATAL,CALAMAR,NA,No Disponible,SONORA,NACIONAL,CALAMARES,CADENAS PRODUCTIVAS,CONSEJO MEXICANO DEL CALAMAR GIGANTE EN SONORA AC-XX-XX-260290001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE DEL SISTEMA PRODUCTO TILAPIA DEL ESTADO DE GUERRERO AC,196000,LOCAL,PACIFICO SUR,GUERRERO,12,ACAPULCO DE JUAREZ,12001,ACAPULCO DE JUAREZ,120010001,120010001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Sin Nombre S/N Col. El Arenal Ciudad Localidad Edo. Guerrero C.P. 39932,ESTATAL,TILAPIA,NA,No Disponible,GUERRERO,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE DEL SISTEMA PRODUCTO TILAPIA DEL ESTADO DE GUERRERO AC-XX-XX-120010001
2015,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CONSEJO MEXICANO PARA LA PROMOCION DEL ABULON AC,372000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Soto 283 Col. Obrera Ciudad Ensenada Edo. Baja California C.P. 22830,REGIONAL,ABULON,NA,No Disponible,NA,NACIONAL,ABULONES,CADENAS PRODUCTIVAS,CONSEJO MEXICANO PARA LA PROMOCION DEL ABULON AC-XX-XX-020010001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,OSTRICULTORES DE BAJA CALIFORNIA AC,209000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Leona Vicario 315 Col. Nuevo Baja California Ciudad Localidad Edo. Baja California C.P. 22930,ESTATAL,OSTION,NA,No Disponible,BAJA CALIFORNIA,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,OSTRICULTORES DE BAJA CALIFORNIA AC-XX-XX-020010001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,OSTRICULTORES DE BAJA CALIFORNIA AC,255000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,SAN QUINTIN,20010857,20010857, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Leona Vicario 315 Col. Nuevo Baja California Ciudad Localidad Edo. Baja California C.P. 22930,ESTATAL,OSTION,NA,No Disponible,BAJA CALIFORNIA,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,OSTRICULTORES DE BAJA CALIFORNIA AC-XX-XX-020010857
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL SISTEMA PRODUCTO CAMARON TABASCO AC,214000,LOCAL,GOLFO DE MEXICO,TABASCO,27,CARDENAS,27002,CARDENAS,270020001,270020001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Ave 7 Valles 4748 Col. Valle Alto Ciudad Culiacan Rosales Edo. Sinaloa C.P. 80050,ESTATAL,CAMARON CULTIVO,NA,No Disponible,TABASCO,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,COMITE ESTATAL SISTEMA PRODUCTO CAMARON TABASCO AC-XX-XX-270020001
2018,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA EN SAN LUIS POTOSI AC,942000,LOCAL,AGUAS INTERIORES,SAN LUIS POTOSI,24,SAN LUIS POTOSI,24028,SAN LUIS POTOSI,240280001,240280001, 2/20/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Cordillera Del Marquez 161 C Col. Lomas 4A Seccion Ciudad San Luis Potosi Edo. San Luis Potosi C.P. 78216,ESTATAL,TILAPIA,NA,No Disponible,SAN LUIS POTOSI,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA EN SAN LUIS POTOSI AC-XX-XX-240280001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO CAMARON DE CULTIVO DEL ESTADO DE SINALOA AC,536325.1,LOCAL,PACIFICO NORTE,SINALOA,25,CULIACAN,25006,CULIACAN ROSALES,250060001,250060001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Rio Ameca 1864 Col. Los Pinos Ciudad Culiacan Rosales Edo. Sinaloa C.P. 80128,ESTATAL,CAMARON CULTIVO,NA,No Disponible,SINALOA,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CAMARON DE CULTIVO DEL ESTADO DE SINALOA AC-XX-XX-250060001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,UNION DE PRODUCTORES DE TILAPIA DEL ESTADO DE HIDALGO AC,518000,LOCAL,AGUAS INTERIORES,HIDALGO,13,TECOZAUTLA,13059,TECOZAUTLA,130590001,130590001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Domicilio Conocido S/N Col. Manguani Ciudad Localidad Edo. Hidalgo C.P. 42446,ESTATAL,TILAPIA,NA,No Disponible,HIDALGO,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,UNION DE PRODUCTORES DE TILAPIA DEL ESTADO DE HIDALGO AC-XX-XX-130590001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO CALAMAR DE BAJA CALIFORNIA SUR AC,450000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,SANTA ROSALIA,30020001,30020001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Calle 10 #8 Col. Centro Ciudad Santa Rosalia Edo. Baja California Sur C.P. 23920,ESTATAL,CALAMAR,NA,No Disponible,BAJA CALIFORNIA SUR,ESTATAL,CALAMARES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CALAMAR DE BAJA CALIFORNIA SUR AC-XX-XX-030020001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,ASOCIACION DE PRODUCTORES ACUICOLAS DEL ESTADO DE ZACATECAS SISTEMA PRODUCTO TILAPIA AC,300000,LOCAL,AGUAS INTERIORES,ZACATECAS,32,ZACATECAS,32056,ZACATECAS,320560001,320560001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. 2 De Abril 5 Col. Tacoaleche Ciudad Localidad Edo. Zacatecas C.P. 98630,ESTATAL,TILAPIA,NA,No Disponible,ZACATECAS,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,ASOCIACION DE PRODUCTORES ACUICOLAS DEL ESTADO DE ZACATECAS SISTEMA PRODUCTO TILAPIA AC-XX-XX-320560001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA EN SAN LUIS POTOSI AC,920000,LOCAL,AGUAS INTERIORES,SAN LUIS POTOSI,24,SAN LUIS POTOSI,24028,SAN LUIS POTOSI,240280001,240280001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Cordillera Del Marquez 161 C Col. Lomas 4A Seccion Ciudad San Luis Potosi Edo. San Luis Potosi C.P. 78216,ESTATAL,TILAPIA,NA,No Disponible,SAN LUIS POTOSI,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE ESTATAL SISTEMA PRODUCTO TILAPIA EN SAN LUIS POTOSI AC-XX-XX-240280001
