CVE_LOC,CVE_MUN,CVE_ENT,NOM_LOC,NOM_MUN,NOM_ENT,rnpa,tot_subsidies,POBTOT,POBFEM,POBMAS,deci_lon,deci_lat
040111308,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006282,226520,4,NA,NA,-91.05320027777778,18.102152500000003
040111308,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006290,1077580,4,NA,NA,-91.05320027777778,18.102152500000003
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2305000495,300000,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2808004739,519960,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002472,3761660,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002480,3558600,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002498,226520,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002860,1202880,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002928,540000,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003082,976500,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003132,1288800,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004429,626520,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004973,656908,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401005384,829500,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004402,480000,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004444,180000,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004493,553000,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004618,2192560,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006282,226520,5,NA,NA,-91.0018425,18.059584444444447
040111312,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006290,1077580,5,NA,NA,-91.0018425,18.059584444444447
040111336,04011,04,SAN ANTONIO,CANDELARIA,CAMPECHE,401002258,37940.24,1,NA,NA,-91.02688194444444,18.009393888888887
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2305000495,300000,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2808004739,519960,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002472,3761660,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002480,3558600,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002498,226520,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002860,1202880,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002928,540000,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003082,976500,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003132,1288800,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004429,626520,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004973,656908,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401005384,829500,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004402,480000,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004444,180000,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004493,553000,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004618,2192560,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006282,226520,2,NA,NA,-90.83598611111111,18.055833333333332
040111390,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006290,1077580,2,NA,NA,-90.83598611111111,18.055833333333332
040111482,04011,04,SAN ANTONIO,CANDELARIA,CAMPECHE,401002258,37940.24,3,NA,NA,-90.5556725,17.961692222222222
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2305000495,300000,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2808004739,519960,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002472,3761660,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002480,3558600,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002498,226520,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002860,1202880,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002928,540000,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003082,976500,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003132,1288800,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004429,626520,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004973,656908,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401005384,829500,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004402,480000,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004444,180000,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004493,553000,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004618,2192560,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006282,226520,5,NA,NA,-90.26007888888888,17.957572499999998
040111564,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006290,1077580,5,NA,NA,-90.26007888888888,17.957572499999998
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2305000495,300000,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2808004739,519960,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002472,3761660,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002480,3558600,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002498,226520,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002860,1202880,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002928,540000,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003082,976500,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003132,1288800,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004429,626520,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004973,656908,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401005384,829500,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004402,480000,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004444,180000,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004493,553000,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004618,2192560,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006282,226520,6,NA,NA,-90.60428916666666,17.912762777777775
040111565,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006290,1077580,6,NA,NA,-90.60428916666666,17.912762777777775
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2305000495,300000,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2808004739,519960,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002472,3761660,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002480,3558600,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002498,226520,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002860,1202880,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002928,540000,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003082,976500,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003132,1288800,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004429,626520,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004973,656908,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401005384,829500,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004402,480000,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004444,180000,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004493,553000,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004618,2192560,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006282,226520,1,NA,NA,-91.1644225,18.237995
040111566,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006290,1077580,1,NA,NA,-91.1644225,18.237995
040111568,04011,04,SAN ANTONIO,CANDELARIA,CAMPECHE,401002258,37940.24,4,NA,NA,-91.0194636111111,18.187201666666667
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2305000495,300000,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2808004739,519960,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002472,3761660,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002480,3558600,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002498,226520,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002860,1202880,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002928,540000,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003082,976500,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003132,1288800,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004429,626520,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004973,656908,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401005384,829500,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004402,480000,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004444,180000,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004493,553000,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004618,2192560,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006282,226520,7,NA,NA,-91.05408583333333,18.171120833333333
040111569,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006290,1077580,7,NA,NA,-91.05408583333333,18.171120833333333
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2305000495,300000,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,2808004739,519960,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002472,3761660,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002480,3558600,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002498,226520,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002860,1202880,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401002928,540000,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003082,976500,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401003132,1288800,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004429,626520,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401004973,656908,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,401005384,829500,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004402,480000,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004444,180000,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004493,553000,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402004618,2192560,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006282,226520,2,NA,NA,-90.82793166666666,17.882005833333334
040111572,04011,04,NINGUNO,CANDELARIA,CAMPECHE,402006290,1077580,2,NA,NA,-90.82793166666666,17.882005833333334
040111575,04011,04,SAN FRANCISCO,CANDELARIA,CAMPECHE,401006077,17976.43,2,NA,NA,-90.64066083333334,17.90184
040111575,04011,04,SAN FRANCISCO,CANDELARIA,CAMPECHE,404001737,12877.2,2,NA,NA,-90.64066083333334,17.90184
040111634,04011,04,EL PORVENIR,CANDELARIA,CAMPECHE,404001778,13708,4,NA,NA,-90.73540222222222,18.205684166666664
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403000482,415492.72,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403000581,438501.2,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403000789,1014086.26,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403000797,818084.08,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403000805,378344.06,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403000862,162194.38,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403000888,45864,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403000904,17640,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403000953,332371.89,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001050,369322.76,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001118,93822.62,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001142,190240.96000000002,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001175,48492.28,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001183,31416,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001217,28735.6,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001225,59953.08,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001258,311097.04,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001266,444471.05,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001282,469377.48,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001324,27902.2,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001381,53603.32,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001399,7151,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001407,146851.38,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001415,41571.18,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001449,106135.01999999999,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001472,6585.6,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001498,217080.37,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001506,8764,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001514,12062.6,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001530,15422.4,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001571,33129.6,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001605,115725,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001613,31416,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001621,30844.8,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001662,27300.2,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001696,29639,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001712,25919.77,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001720,183106.46,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001738,138830.88,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001753,226390.34,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001761,71569.28,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001779,32844,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001787,76668.81,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001837,28211.4,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001860,75804.87,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001878,88320.36,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001894,276397.04,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001910,15708,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001928,64688.880000000005,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001948,42868.590000000004,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001969,245204.78,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001977,26845.6,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001985,55609.64,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403001993,73634.38,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002017,15708,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002033,25234.2,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002058,11610.8,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002074,114084,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002082,82809.39,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002090,82817.64,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002108,10584,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002124,41878.94,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002132,49204,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002140,15876,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002157,52851.25,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002165,17136,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002173,78732.62,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002199,64375.76,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002215,93520.14,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002223,14799.6,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002231,25704,9515,4783,4732,-90.68830111111112,19.639196944444443
040120001,04012,04,SEYBAPLAYA,SEYBAPLAYA,CAMPECHE,403002249,61244.479999999996,9515,4783,4732,-90.68830111111112,19.639196944444443
