CVE_LOC,CVE_MUN,tot_value,no_sub,subsidy,rnpa,NOM_ENT,NOM_MUN,NOM_LOC,CVE_ENT,POBTOT,POBFEM,POBMAS,deci_lon,deci_lat
020010249,02001,503578,1,vessel modernization,203012554,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010249,02001,347060,1,vessel modernization,203014931,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010249,02001,286182,1,vessel modernization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010268,02001,98900,1,vessel modernization,203010095,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010268,02001,84312,1,vessel modernization,203013974,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010268,02001,548948,2,vessel modernization,203015607,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010492,02001,189886,2,vessel modernization,203008586,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010492,02001,463940,2,vessel modernization,203126974,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010598,02001,463871,2,vessel modernization,203004726,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010768,02001,862511,4,vessel modernization,203127329,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010768,02001,817953,5,vessel modernization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,119976,1,vessel modernization,201327360,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,440488,2,vessel modernization,203000278,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,149829,1,vessel modernization,203000302,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,227575,1,vessel modernization,203000312,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,263435,2,vessel modernization,203001149,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,239181,1,vessel modernization,203002125,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,354406,1,vessel modernization,203002894,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,841825,3,vessel modernization,203004585,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,463871,2,vessel modernization,203004726,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,412903,3,vessel modernization,203004775,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,377404,2,vessel modernization,203004866,NA,NA,NA,NA,NA,NA,NA,NA,NA
