cve_inegi,rnpa,tot_monto,BIENPESCA,combustible,ordenamiento_pesquero,inspeccion_vigilancia,modernizacion_embarcaciones,sum_beneficio,COM_ID,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,lon_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,POBTOT,num_ent,num_ent_chr,num_mun,num_mun_chr,num_loc,num_loc_chr,dec_lon,dec_lat,monto_usd
1,1401000423,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
20010001,NA,7633366,NA,137,NA,NA,NA,137,2_1_1,2,Baja California,1,Ensenada,1,Ensenada,116,35,42.482,31,48,32.198,330652,2,2,1,001,1,0001,-116.59513388888888,31.80894388888889,381668.3
20010001,NA,7633366,NA,137,NA,NA,NA,137,20_1_1,20,Oaxaca,1,Abejones,1,Abejones,96,36,29.427,17,26,8.708,841,20,20,1,01,1,0001,-96.60817416666666,17.435752222222224,381668.3
20010857,NA,205500000,NA,NA,137,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10275000
30010001,303000343,14000,2,NA,NA,NA,NA,2,3_1_1,3,Baja California Sur,1,Comondú,1,Ciudad Constitución,111,40,24.022,25,2,4.688,43805,3,3,1,001,1,0001,-111.67333944444445,25.034635555555557,700
30010001,303000350,14000,2,NA,NA,NA,NA,2,3_1_1,3,Baja California Sur,1,Comondú,1,Ciudad Constitución,111,40,24.022,25,2,4.688,43805,3,3,1,001,1,0001,-111.67333944444445,25.034635555555557,700
30010001,303000566,7000,1,NA,NA,NA,NA,1,3_1_1,3,Baja California Sur,1,Comondú,1,Ciudad Constitución,111,40,24.022,25,2,4.688,43805,3,3,1,001,1,0001,-111.67333944444445,25.034635555555557,350
30010001,NA,800000,NA,3,NA,NA,NA,3,3_1_1,3,Baja California Sur,1,Comondú,1,Ciudad Constitución,111,40,24.022,25,2,4.688,43805,3,3,1,001,1,0001,-111.67333944444445,25.034635555555557,40000
30010001,NA,304829364.95,NA,NA,NA,385,NA,385,3_1_1,3,Baja California Sur,1,Comondú,1,Ciudad Constitución,111,40,24.022,25,2,4.688,43805,3,3,1,001,1,0001,-111.67333944444445,25.034635555555557,15241468.247499999
30010001,NA,177037,NA,NA,NA,NA,4,4,3_1_1,3,Baja California Sur,1,Comondú,1,Ciudad Constitución,111,40,24.022,25,2,4.688,43805,3,3,1,001,1,0001,-111.67333944444445,25.034635555555557,8851.85
30010001,NA,435291370.28,NA,NA,152,NA,NA,0,3_1_1,3,Baja California Sur,1,Comondú,1,Ciudad Constitución,111,40,24.022,25,2,4.688,43805,3,3,1,001,1,0001,-111.67333944444445,25.034635555555557,21764568.514
30010244,305004335,21000,3,NA,NA,NA,NA,3,3_1_244,3,Baja California Sur,1,Comondú,244,La Purísima,112,4,26.978,26,11,17.831,365,3,3,1,001,244,0244,-112.07416055555555,26.18828638888889,1050
30010280,303000343,7000,1,NA,NA,NA,NA,1,3_1_280,3,Baja California Sur,1,Comondú,280,Puerto San Carlos,112,6,29.023,24,47,23.084,5742,3,3,1,001,280,0280,-112.10806194444444,24.78974555555556,350
30010280,311001325,14000,2,NA,NA,NA,NA,2,3_1_280,3,Baja California Sur,1,Comondú,280,Puerto San Carlos,112,6,29.023,24,47,23.084,5742,3,3,1,001,280,0280,-112.10806194444444,24.78974555555556,700
30010280,311001523,35000,5,NA,NA,NA,NA,5,3_1_280,3,Baja California Sur,1,Comondú,280,Puerto San Carlos,112,6,29.023,24,47,23.084,5742,3,3,1,001,280,0280,-112.10806194444444,24.78974555555556,1750
30010280,311001606,14000,2,NA,NA,NA,NA,2,3_1_280,3,Baja California Sur,1,Comondú,280,Puerto San Carlos,112,6,29.023,24,47,23.084,5742,3,3,1,001,280,0280,-112.10806194444444,24.78974555555556,700
30010280,311001739,14000,2,NA,NA,NA,NA,2,3_1_280,3,Baja California Sur,1,Comondú,280,Puerto San Carlos,112,6,29.023,24,47,23.084,5742,3,3,1,001,280,0280,-112.10806194444444,24.78974555555556,700
30010280,NA,800000,NA,3,NA,NA,NA,3,3_1_280,3,Baja California Sur,1,Comondú,280,Puerto San Carlos,112,6,29.023,24,47,23.084,5742,3,3,1,001,280,0280,-112.10806194444444,24.78974555555556,40000
30010280,NA,304829364.95,NA,NA,NA,385,NA,385,3_1_280,3,Baja California Sur,1,Comondú,280,Puerto San Carlos,112,6,29.023,24,47,23.084,5742,3,3,1,001,280,0280,-112.10806194444444,24.78974555555556,15241468.247499999
30010280,NA,71426,NA,NA,NA,NA,2,2,3_1_280,3,Baja California Sur,1,Comondú,280,Puerto San Carlos,112,6,29.023,24,47,23.084,5742,3,3,1,001,280,0280,-112.10806194444444,24.78974555555556,3571.3
30010280,NA,435291370.28,NA,NA,152,NA,NA,0,3_1_280,3,Baja California Sur,1,Comondú,280,Puerto San Carlos,112,6,29.023,24,47,23.084,5742,3,3,1,001,280,0280,-112.10806194444444,24.78974555555556,21764568.514
30010335,303000566,7000,1,NA,NA,NA,NA,1,3_1_335,3,Baja California Sur,1,Comondú,335,Santo Domingo,111,55,5.994,25,29,21.252,689,3,3,1,001,335,0335,-111.91833166666667,25.489236666666667,350
30010662,303000343,7000,1,NA,NA,NA,NA,1,3_1_662,3,Baja California Sur,1,Comondú,662,San Buto [Campo Pesquero],112,3,7.759,24,47,3.446,55,3,3,1,001,662,0662,-112.05215527777777,24.784290555555557,350
30012086,NA,800000,NA,3,NA,NA,NA,3,3_1_2086,3,Baja California Sur,1,Comondú,2086,San Juanico,112,28,42.985,26,15,25.919,512,3,3,1,001,2086,2086,-112.47860694444445,26.25719972222222,40000
30012086,NA,304829364.95,NA,NA,NA,385,NA,385,3_1_2086,3,Baja California Sur,1,Comondú,2086,San Juanico,112,28,42.985,26,15,25.919,512,3,3,1,001,2086,2086,-112.47860694444445,26.25719972222222,15241468.247499999
30012086,NA,94346,NA,NA,NA,NA,3,3,3_1_2086,3,Baja California Sur,1,Comondú,2086,San Juanico,112,28,42.985,26,15,25.919,512,3,3,1,001,2086,2086,-112.47860694444445,26.25719972222222,4717.3
30012086,NA,435291370.28,NA,NA,152,NA,NA,0,3_1_2086,3,Baja California Sur,1,Comondú,2086,San Juanico,112,28,42.985,26,15,25.919,512,3,3,1,001,2086,2086,-112.47860694444445,26.25719972222222,21764568.514
30012476,305004335,7000,1,NA,NA,NA,NA,1,3_1_2476,3,Baja California Sur,1,Comondú,2476,El Chicharrón,112,16,24.243,26,3,55.082,82,3,3,1,001,2476,2476,-112.27340083333333,26.065300555555556,350
30020014,NA,684537899,NA,NA,137,NA,NA,0,3_2_14,3,Baja California Sur,2,Mulegé,14,Bahía Asunción,114,17,51.209,27,8,27.247,1453,3,3,2,002,14,0014,-114.29755805555556,27.140901944444444,34226894.95
30030001,303000350,7000,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,350
30030001,305000044,21600,3,NA,NA,NA,NA,3,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,1080
30030001,305000713,14000,2,NA,NA,NA,NA,2,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,700
30030001,305000846,105000,15,NA,NA,NA,NA,15,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,5250
30030001,305004798,77000,11,NA,NA,NA,NA,11,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,3850
30030001,305005555,28000,4,NA,NA,NA,NA,4,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,1400
30030001,305006025,49000,7,NA,NA,NA,NA,7,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,2450
30030001,305006306,84400,12,NA,NA,NA,NA,12,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,4220
30030001,305006405,7200,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,360
30030001,305006645,28000,4,NA,NA,NA,NA,4,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,1400
30030001,305006728,21200,3,NA,NA,NA,NA,3,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,1060
30030001,305006801,7200,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,360
30030001,305006835,7000,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,350
30030001,305007007,21000,3,NA,NA,NA,NA,3,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,1050
30030001,305007122,7000,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,350
30030001,305007270,140600,20,NA,NA,NA,NA,20,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,7030
30030001,305007288,7000,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,350
30030001,305007361,7000,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,350
30030001,305007411,42000,6,NA,NA,NA,NA,6,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,2100
30030001,305007429,21200,3,NA,NA,NA,NA,3,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,1060
30030001,305007445,7000,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,350
30030001,305007635,70400,10,NA,NA,NA,NA,10,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,3520
30030001,305007668,14000,2,NA,NA,NA,NA,2,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,700
30030001,305007692,28000,4,NA,NA,NA,NA,4,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,1400
30030001,305007718,7200,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,360
30030001,305007783,14000,2,NA,NA,NA,NA,2,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,700
30030001,305007841,7200,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,360
30030001,305007949,14000,2,NA,NA,NA,NA,2,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,700
30030001,311001325,7000,1,NA,NA,NA,NA,1,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,350
30030001,NA,800000,NA,3,NA,NA,NA,3,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,40000
30030001,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,15241468.247499999
30030001,NA,1153317,NA,NA,NA,NA,38,38,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,57665.85
30030001,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_1,3,Baja California Sur,3,La Paz,1,La Paz,110,18,23.724,24,8,55.482,250141,3,3,3,003,1,0001,-110.30659,24.148744999999998,21764568.514
30030003,305000044,7200,1,NA,NA,NA,NA,1,3_3_3,3,Baja California Sur,3,La Paz,3,Todos Santos,110,13,32.208,23,27,1.573,7185,3,3,3,003,3,0003,-110.22561333333334,23.450436944444444,360
30030003,305000119,7200,1,NA,NA,NA,NA,1,3_3_3,3,Baja California Sur,3,La Paz,3,Todos Santos,110,13,32.208,23,27,1.573,7185,3,3,3,003,3,0003,-110.22561333333334,23.450436944444444,360
30030003,NA,800000,NA,3,NA,NA,NA,3,3_3_3,3,Baja California Sur,3,La Paz,3,Todos Santos,110,13,32.208,23,27,1.573,7185,3,3,3,003,3,0003,-110.22561333333334,23.450436944444444,40000
30030003,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_3,3,Baja California Sur,3,La Paz,3,Todos Santos,110,13,32.208,23,27,1.573,7185,3,3,3,003,3,0003,-110.22561333333334,23.450436944444444,15241468.247499999
30030003,NA,164074,NA,NA,NA,NA,4,4,3_3_3,3,Baja California Sur,3,La Paz,3,Todos Santos,110,13,32.208,23,27,1.573,7185,3,3,3,003,3,0003,-110.22561333333334,23.450436944444444,8203.7
30030003,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_3,3,Baja California Sur,3,La Paz,3,Todos Santos,110,13,32.208,23,27,1.573,7185,3,3,3,003,3,0003,-110.22561333333334,23.450436944444444,21764568.514
30030020,NA,800000,NA,3,NA,NA,NA,3,3_3_20,3,Baja California Sur,3,La Paz,20,Agua Amarga,111,5,40.361,24,27,39.171,12,3,3,3,003,20,0020,-111.09454472222222,24.460880833333334,40000
30030020,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_20,3,Baja California Sur,3,La Paz,20,Agua Amarga,111,5,40.361,24,27,39.171,12,3,3,3,003,20,0020,-111.09454472222222,24.460880833333334,15241468.247499999
30030020,NA,2500,NA,NA,NA,NA,1,1,3_3_20,3,Baja California Sur,3,La Paz,20,Agua Amarga,111,5,40.361,24,27,39.171,12,3,3,3,003,20,0020,-111.09454472222222,24.460880833333334,125
30030020,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_20,3,Baja California Sur,3,La Paz,20,Agua Amarga,111,5,40.361,24,27,39.171,12,3,3,3,003,20,0020,-111.09454472222222,24.460880833333334,21764568.514
30030026,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
30030026,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
30030026,NA,85403,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4270.15
30030026,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
30030060,305006967,28000,4,NA,NA,NA,NA,4,3_3_60,3,Baja California Sur,3,La Paz,60,Boca del Sauzoso,110,38,30.869,24,18,40.609,40,3,3,3,003,60,0060,-110.64190805555556,24.31128027777778,1400
30030121,305006785,49200,7,NA,NA,NA,NA,7,3_3_121,3,Baja California Sur,3,La Paz,121,Ensenada de Cortés,110,49,40.994,25,2,59.109,30,3,3,3,003,121,0121,-110.82805388888889,25.0497525,2460
30030121,305007312,28000,4,NA,NA,NA,NA,4,3_3_121,3,Baja California Sur,3,La Paz,121,Ensenada de Cortés,110,49,40.994,25,2,59.109,30,3,3,3,003,121,0121,-110.82805388888889,25.0497525,1400
30030121,305007346,35000,5,NA,NA,NA,NA,5,3_3_121,3,Baja California Sur,3,La Paz,121,Ensenada de Cortés,110,49,40.994,25,2,59.109,30,3,3,3,003,121,0121,-110.82805388888889,25.0497525,1750
30030121,305007402,14000,2,NA,NA,NA,NA,2,3_3_121,3,Baja California Sur,3,La Paz,121,Ensenada de Cortés,110,49,40.994,25,2,59.109,30,3,3,3,003,121,0121,-110.82805388888889,25.0497525,700
30030121,305007445,35200,5,NA,NA,NA,NA,5,3_3_121,3,Baja California Sur,3,La Paz,121,Ensenada de Cortés,110,49,40.994,25,2,59.109,30,3,3,3,003,121,0121,-110.82805388888889,25.0497525,1760
30030224,NA,800000,NA,3,NA,NA,NA,3,3_3_224,3,Baja California Sur,3,La Paz,224,Puerto Chale,111,33,9.767,24,25,27.013,393,3,3,3,003,224,0224,-111.55271305555556,24.42417027777778,40000
30030224,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_224,3,Baja California Sur,3,La Paz,224,Puerto Chale,111,33,9.767,24,25,27.013,393,3,3,3,003,224,0224,-111.55271305555556,24.42417027777778,15241468.247499999
30030224,NA,256574,NA,NA,NA,NA,6,6,3_3_224,3,Baja California Sur,3,La Paz,224,Puerto Chale,111,33,9.767,24,25,27.013,393,3,3,3,003,224,0224,-111.55271305555556,24.42417027777778,12828.7
30030224,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_224,3,Baja California Sur,3,La Paz,224,Puerto Chale,111,33,9.767,24,25,27.013,393,3,3,3,003,224,0224,-111.55271305555556,24.42417027777778,21764568.514
30030336,305006025,21000,3,NA,NA,NA,NA,3,3_3_336,3,Baja California Sur,3,La Paz,336,Agua Amarga,109,54,6.067,23,58,52.48,413,3,3,3,003,336,0336,-109.90168527777779,23.981244444444442,1050
30030336,305008041,14000,2,NA,NA,NA,NA,2,3_3_336,3,Baja California Sur,3,La Paz,336,Agua Amarga,109,54,6.067,23,58,52.48,413,3,3,3,003,336,0336,-109.90168527777779,23.981244444444442,700
30030336,NA,800000,NA,3,NA,NA,NA,3,3_3_336,3,Baja California Sur,3,La Paz,336,Agua Amarga,109,54,6.067,23,58,52.48,413,3,3,3,003,336,0336,-109.90168527777779,23.981244444444442,40000
30030336,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_336,3,Baja California Sur,3,La Paz,336,Agua Amarga,109,54,6.067,23,58,52.48,413,3,3,3,003,336,0336,-109.90168527777779,23.981244444444442,15241468.247499999
30030336,NA,829680,NA,NA,NA,NA,20,20,3_3_336,3,Baja California Sur,3,La Paz,336,Agua Amarga,109,54,6.067,23,58,52.48,413,3,3,3,003,336,0336,-109.90168527777779,23.981244444444442,41484
30030336,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_336,3,Baja California Sur,3,La Paz,336,Agua Amarga,109,54,6.067,23,58,52.48,413,3,3,3,003,336,0336,-109.90168527777779,23.981244444444442,21764568.514
30030392,NA,800000,NA,3,NA,NA,NA,3,3_3_392,3,Baja California Sur,3,La Paz,392,Los Barriles,109,42,16.479,23,40,50.163,1674,3,3,3,003,392,0392,-109.7045775,23.680600833333333,40000
30030392,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_392,3,Baja California Sur,3,La Paz,392,Los Barriles,109,42,16.479,23,40,50.163,1674,3,3,3,003,392,0392,-109.7045775,23.680600833333333,15241468.247499999
30030392,NA,87131,NA,NA,NA,NA,2,2,3_3_392,3,Baja California Sur,3,La Paz,392,Los Barriles,109,42,16.479,23,40,50.163,1674,3,3,3,003,392,0392,-109.7045775,23.680600833333333,4356.55
30030392,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_392,3,Baja California Sur,3,La Paz,392,Los Barriles,109,42,16.479,23,40,50.163,1674,3,3,3,003,392,0392,-109.7045775,23.680600833333333,21764568.514
30030546,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
30030546,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
30030546,NA,2500,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125
30030546,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
30030778,305000713,7000,1,NA,NA,NA,NA,1,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,350
30030778,305003113,35000,5,NA,NA,NA,NA,5,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,1750
30030778,305006728,7200,1,NA,NA,NA,NA,1,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,360
30030778,305006777,7200,1,NA,NA,NA,NA,1,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,360
30030778,305006819,14000,2,NA,NA,NA,NA,2,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,700
30030778,305007098,28400,4,NA,NA,NA,NA,4,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,1420
30030778,305007122,7000,1,NA,NA,NA,NA,1,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,350
30030778,305007643,7000,1,NA,NA,NA,NA,1,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,350
30030778,NA,800000,NA,3,NA,NA,NA,3,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,40000
30030778,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,15241468.247499999
30030778,NA,95749,NA,NA,NA,NA,3,3,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,4787.45
30030778,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_778,3,Baja California Sur,3,La Paz,778,San Evaristo,110,42,34.951,24,54,38.733,70,3,3,3,003,778,0778,-110.70970861111111,24.910759166666665,21764568.514
30030920,NA,800000,NA,3,NA,NA,NA,3,3_3_920,3,Baja California Sur,3,La Paz,920,La Ventana,109,59,23.455,24,3,0.599,306,3,3,3,003,920,0920,-109.98984861111111,24.05016638888889,40000
30030920,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_920,3,Baja California Sur,3,La Paz,920,La Ventana,109,59,23.455,24,3,0.599,306,3,3,3,003,920,0920,-109.98984861111111,24.05016638888889,15241468.247499999
30030920,NA,247476,NA,NA,NA,NA,6,6,3_3_920,3,Baja California Sur,3,La Paz,920,La Ventana,109,59,23.455,24,3,0.599,306,3,3,3,003,920,0920,-109.98984861111111,24.05016638888889,12373.8
30030920,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_920,3,Baja California Sur,3,La Paz,920,La Ventana,109,59,23.455,24,3,0.599,306,3,3,3,003,920,0920,-109.98984861111111,24.05016638888889,21764568.514
30030985,305000044,7200,1,NA,NA,NA,NA,1,3_3_985,3,Baja California Sur,3,La Paz,985,NCPE Conquista Agraria,110,48,47.546,23,59,0.593,143,3,3,3,003,985,0985,-110.81320722222222,23.983498055555557,360
30031227,NA,800000,NA,3,NA,NA,NA,3,3_3_1227,3,Baja California Sur,3,La Paz,1227,San Pedro México,109,53,45.523,23,58,14.948,273,3,3,3,003,1227,1227,-109.89597861111112,23.970818888888886,40000
30031227,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_1227,3,Baja California Sur,3,La Paz,1227,San Pedro México,109,53,45.523,23,58,14.948,273,3,3,3,003,1227,1227,-109.89597861111112,23.970818888888886,15241468.247499999
30031227,NA,84537,NA,NA,NA,NA,2,2,3_3_1227,3,Baja California Sur,3,La Paz,1227,San Pedro México,109,53,45.523,23,58,14.948,273,3,3,3,003,1227,1227,-109.89597861111112,23.970818888888886,4226.85
30031227,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_1227,3,Baja California Sur,3,La Paz,1227,San Pedro México,109,53,45.523,23,58,14.948,273,3,3,3,003,1227,1227,-109.89597861111112,23.970818888888886,21764568.514
30031332,305004798,14000,2,NA,NA,NA,NA,2,3_3_1332,3,Baja California Sur,3,La Paz,1332,La Mariguana,111,13,26.043,24,15,51.823,3,3,3,3,003,1332,1332,-111.22390083333333,24.264395277777776,700
30031500,NA,800000,NA,3,NA,NA,NA,3,3_3_1500,3,Baja California Sur,3,La Paz,1500,Ley Federal de Reforma Agraria Número Uno,110,44,38.417,23,57,39.635,100,3,3,3,003,1500,1500,-110.74400472222223,23.961009722222222,40000
30031500,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_1500,3,Baja California Sur,3,La Paz,1500,Ley Federal de Reforma Agraria Número Uno,110,44,38.417,23,57,39.635,100,3,3,3,003,1500,1500,-110.74400472222223,23.961009722222222,15241468.247499999
