cve_inegi,rnpa,tot_monto,BIENPESCA,combustible,ordenamiento_pesquero,inspeccion_vigilancia,modernizacion_embarcaciones,sum_beneficio,COM_ID,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,lon_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,POBTOT,num_ent,num_ent_chr,num_mun,num_mun_chr,num_loc,num_loc_chr,dec_lon,dec_lat,monto_usd
180040128,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
180040128,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
180040128,NA,29266,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463.3
180040128,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
180040154,1801001353,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
180040322,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
180040322,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
180040322,NA,64830,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3241.5
180040322,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
180120001,1802001311,7200,1,NA,NA,NA,NA,1,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,360
180120001,1802001790,7200,1,NA,NA,NA,NA,1,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,360
180120001,1802002202,21600,3,NA,NA,NA,NA,3,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,1080
180120001,1802002210,7200,1,NA,NA,NA,NA,1,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,360
180120001,1802002228,7200,1,NA,NA,NA,NA,1,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,360
180120001,1802002269,14400,2,NA,NA,NA,NA,2,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,720
180120001,1802002517,7200,1,NA,NA,NA,NA,1,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,360
180120001,1802002616,7200,1,NA,NA,NA,NA,1,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,360
180120001,1802002863,7200,1,NA,NA,NA,NA,1,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,360
180120001,1802002947,7200,1,NA,NA,NA,NA,1,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,360
180120001,NA,800000,NA,3,NA,NA,NA,3,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,40000
180120001,NA,304829364.95,NA,NA,NA,385,NA,385,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,15241468.247499999
180120001,NA,239180,NA,NA,NA,NA,5,5,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,11959
180120001,NA,435291370.28,NA,NA,152,NA,NA,0,18_12_1,18,Nayarit,12,San Blas,1,San Blas,105,17,9.767,21,32,30.257,10935,18,18,12,012,1,0001,-105.28604638888889,21.54173805555556,21764568.514
180200001,NA,800000,NA,3,NA,NA,NA,3,18_20_1,18,Nayarit,20,Bahía de Banderas,1,Valle de Banderas,105,14,52.527,20,48,24.336,8730,18,18,20,020,1,0001,-105.24792416666666,20.80676,40000
180200001,NA,304829364.95,NA,NA,NA,385,NA,385,18_20_1,18,Nayarit,20,Bahía de Banderas,1,Valle de Banderas,105,14,52.527,20,48,24.336,8730,18,18,20,020,1,0001,-105.24792416666666,20.80676,15241468.247499999
180200001,NA,105037,NA,NA,NA,NA,4,4,18_20_1,18,Nayarit,20,Bahía de Banderas,1,Valle de Banderas,105,14,52.527,20,48,24.336,8730,18,18,20,020,1,0001,-105.24792416666666,20.80676,5251.85
180200001,NA,435291370.28,NA,NA,152,NA,NA,0,18_20_1,18,Nayarit,20,Bahía de Banderas,1,Valle de Banderas,105,14,52.527,20,48,24.336,8730,18,18,20,020,1,0001,-105.24792416666666,20.80676,21764568.514
180200013,NA,800000,NA,3,NA,NA,NA,3,18_20_13,18,Nayarit,20,Bahía de Banderas,13,Bucerías,105,20,22.023,20,45,22.391,16161,18,18,20,020,13,0013,-105.33945083333333,20.756219722222223,40000
180200013,NA,304829364.95,NA,NA,NA,385,NA,385,18_20_13,18,Nayarit,20,Bahía de Banderas,13,Bucerías,105,20,22.023,20,45,22.391,16161,18,18,20,020,13,0013,-105.33945083333333,20.756219722222223,15241468.247499999
180200013,NA,26564,NA,NA,NA,NA,2,2,18_20_13,18,Nayarit,20,Bahía de Banderas,13,Bucerías,105,20,22.023,20,45,22.391,16161,18,18,20,020,13,0013,-105.33945083333333,20.756219722222223,1328.2
180200013,NA,435291370.28,NA,NA,152,NA,NA,0,18_20_13,18,Nayarit,20,Bahía de Banderas,13,Bucerías,105,20,22.023,20,45,22.391,16161,18,18,20,020,13,0013,-105.33945083333333,20.756219722222223,21764568.514
180200027,NA,800000,NA,3,NA,NA,NA,3,18_20_27,18,Nayarit,20,Bahía de Banderas,27,Cruz de Huanacaxtle,105,22,57.656,20,45,0.829,4169,18,18,20,020,27,0027,-105.38268222222221,20.750230277777778,40000
180200027,NA,304829364.95,NA,NA,NA,385,NA,385,18_20_27,18,Nayarit,20,Bahía de Banderas,27,Cruz de Huanacaxtle,105,22,57.656,20,45,0.829,4169,18,18,20,020,27,0027,-105.38268222222221,20.750230277777778,15241468.247499999
180200027,NA,76750,NA,NA,NA,NA,2,2,18_20_27,18,Nayarit,20,Bahía de Banderas,27,Cruz de Huanacaxtle,105,22,57.656,20,45,0.829,4169,18,18,20,020,27,0027,-105.38268222222221,20.750230277777778,3837.5
180200027,NA,435291370.28,NA,NA,152,NA,NA,0,18_20_27,18,Nayarit,20,Bahía de Banderas,27,Cruz de Huanacaxtle,105,22,57.656,20,45,0.829,4169,18,18,20,020,27,0027,-105.38268222222221,20.750230277777778,21764568.514
180200106,1807000680,14400,2,NA,NA,NA,NA,2,18_20_106,18,Nayarit,20,Bahía de Banderas,106,Corral del Risco (Punta de Mita),105,30,42.914,20,46,30.349,2564,18,18,20,020,106,0106,-105.51192055555556,20.775096944444442,720
180200106,1807000748,28800,4,NA,NA,NA,NA,4,18_20_106,18,Nayarit,20,Bahía de Banderas,106,Corral del Risco (Punta de Mita),105,30,42.914,20,46,30.349,2564,18,18,20,020,106,0106,-105.51192055555556,20.775096944444442,1440
180200236,1807000748,7200,1,NA,NA,NA,NA,1,18_20_236,18,Nayarit,20,Bahía de Banderas,236,Desarrollo Punta Mita,105,31,46.83,20,46,51.465,246,18,18,20,020,236,0236,-105.529675,20.780962499999998,360
180200298,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
180200298,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
180200298,NA,71500,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3575
180200298,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
200670063,2004001737,7200,1,NA,NA,NA,NA,1,20_67_63,20,Oaxaca,67,Oaxaca de Juárez,63,Ejido Guadalupe Victoria,96,43,29.416,17,6,34.735,18,20,20,67,067,63,0063,-96.72483777777778,17.109648611111112,360
200790003,2005003666,7200,1,NA,NA,NA,NA,1,20_79_3,20,Oaxaca,79,Salina Cruz,3,Salinas del Marqués,95,13,2.701,16,9,46.731,1636,20,20,79,079,3,0003,-95.21741694444445,16.162980833333332,360
200790003,2005003690,7200,1,NA,NA,NA,NA,1,20_79_3,20,Oaxaca,79,Salina Cruz,3,Salinas del Marqués,95,13,2.701,16,9,46.731,1636,20,20,79,079,3,0003,-95.21741694444445,16.162980833333332,360
203180001,2004001224,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
203180002,2004001364,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
203180009,2004001059,21600,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080
203180009,2004001224,50400,7,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520
203180009,2004001323,57600,8,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880
203180009,2004001364,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
203180009,2004001380,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
203180009,2004001737,79200,11,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960
203180009,2004001745,43200,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160
203180009,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
203180009,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
203180009,NA,973697,NA,NA,NA,NA,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48684.85
203180009,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
203180092,2004001364,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
203240001,2003126923,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
203240025,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
203240025,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
203240025,NA,213766,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10688.3
203240025,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
203240074,2003126923,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
203340007,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
203340007,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
203340007,NA,195532,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9776.6
203340007,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
203340034,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
203340034,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
203340034,NA,201016,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10050.8
203340034,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
203340070,2007001114,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
203340070,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
203340070,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
203340070,NA,588083,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29404.15
203340070,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
203340079,2007001114,79200,11,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960
203340079,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
203340079,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
203340079,NA,26266,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313.3
203340079,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
204010001,2004000655,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
204010001,2004000754,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
204010001,2004001323,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
204010001,2004001737,36000,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800
204010001,2004001745,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204010001,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
204010001,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
204010001,NA,93041,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4652.05
204010001,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
204010003,2004001224,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204010050,2004001737,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204010050,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
204010050,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
204010050,NA,28766,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1438.3
204010050,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
204010087,2004000655,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204010087,2004001364,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
204010087,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
204010087,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
204010087,NA,195532,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9776.6
204010087,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
204130008,2003000938,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204130008,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
204130008,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
204130008,NA,195532,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9776.6
204130008,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
204130021,2003000938,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204130021,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
204130021,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
204130021,NA,206032,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10301.6
204130021,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
204130025,2003000938,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204130028,2003000938,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
204130078,2003000938,93600,13,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4680
204130078,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
204130078,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
204130078,NA,206032,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10301.6
204130078,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
204130105,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
204130105,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
204130105,NA,86353,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317.65
204130105,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
204130126,2003000730,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204130135,2003000730,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204130135,2003000938,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204390015,2003126923,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
204390015,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
204390015,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
204390015,NA,71500,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3575
204390015,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
204390016,2003000771,21600,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080
204820010,2007000934,72000,10,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600
