NOM_LOC,NOM_ENT,rnp_code,NOM_MUN,CVE_ENT,CVE_MUN,CVE_LOC,POBTOT,POBFEM,POBMAS,deci_lon,deci_lat
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,305000036,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,308000371,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,308000330,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,308000454,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,308000587,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,303001374,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,303001267,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,306001876,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,305000101,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,308000520,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,308000603,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,306001785,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,308000322,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,306001744,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,311001606,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,303000939,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,306001884,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
CIUDAD CONSTITUCION,BAJA CALIFORNIA SUR,303001200,COMONDU,03,03001,030010001,43805,22160,21645,-111.67333944444445,25.034635555555557
