NOM_ENT,NOM_MUN,NOM_LOC,CVE_ENT,CVE_LOC,CVE_MUN,tot_value,no_sub,subsidy,rnpa,year
TAMAULIPAS,ALDAMA,EL CHIJOLITO,28,280020077,28002,7200,1,bienpesca,2801000791,2019
TAMAULIPAS,ALDAMA,EL CHIJOLITO,28,280020077,28002,7000,1,bienpesca,2801000916,2016
TAMAULIPAS,ALDAMA,EL CHIJOLITO,28,280020077,28002,7000,1,bienpesca,2801000916,2017
TAMAULIPAS,ALDAMA,EL CHIJOLITO,28,280020077,28002,7200,1,bienpesca,2801000916,2019
TAMAULIPAS,ALDAMA,EL CHIJOLITO,28,280020077,28002,7000,1,bienpesca,2801001336,2018
MICHOACAN,LA HUACANA,EL CHILAR,NA,NA,NA,40000,5,bienpesca,1602000646,2014
MICHOACAN,LA HUACANA,EL CHILAR,NA,NA,NA,28000,4,bienpesca,1602000646,2015
MICHOACAN,LA HUACANA,EL CHILAR,NA,NA,NA,56000,8,bienpesca,1602000646,2016
MICHOACAN,LA HUACANA,EL CHILAR,NA,NA,NA,28000,4,bienpesca,1602000646,2017
MICHOACAN,LA HUACANA,EL CHILAR,NA,NA,NA,28000,4,bienpesca,1602000646,2018
SINALOA,ELOTA,EL CHIRIMOLE,25,250080029,25008,14400,2,bienpesca,2501001594,2019
JALISCO,ACATIC,EL CHIVATERO,14,140010021,14001,21600,3,bienpesca,1404000380,2019
SINALOA,JONUTA,EL CHOCHAL,NA,NA,NA,7000,1,bienpesca,2508009053,2016
SINALOA,JONUTA,EL CHOCHAL,NA,NA,NA,7000,1,bienpesca,2508009053,2017
TABASCO,JONUTA,EL CHOCHAL,27,270110267,27011,7000,1,bienpesca,2701001089,2018
TABASCO,JONUTA,EL CHOCHAL,27,270110267,27011,7000,1,bienpesca,2702000411,2017
TABASCO,JONUTA,EL CHOCHAL,27,270110267,27011,7000,1,bienpesca,2702000411,2018
TABASCO,JONUTA,EL CHOCHAL,27,270110267,27011,7200,1,bienpesca,2702000411,2019
TABASCO,CARDENAS,EL CHOCHO (BOCA DEL RIO),27,270020135,27002,7000,1,bienpesca,2704000914,2015
SINALOA,GUASAVE,EL CHOYAL,25,250110382,25011,7000,1,bienpesca,2505000923,2017
SINALOA,GUASAVE,EL CHOYAL,25,250111226,25011,7000,1,bienpesca,2505000923,2017
SINALOA,GUASAVE,EL CHOYAL,25,250110382,25011,7200,1,bienpesca,2505005948,2019
SINALOA,GUASAVE,EL CHOYAL,25,250111226,25011,7200,1,bienpesca,2505005948,2019
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,21000,3,bienpesca,2604001632,2016
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,21000,3,bienpesca,2604001632,2017
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,28000,4,bienpesca,2611000460,2015
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,42000,6,bienpesca,2611000460,2017
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,35000,5,bienpesca,2611000460,2018
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,21000,3,bienpesca,2611000809,2015
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,42000,6,bienpesca,2611000809,2016
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,14000,2,bienpesca,2611000809,2017
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,21000,3,bienpesca,2611002342,2015
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,21000,3,bienpesca,2611002342,2016
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,14000,2,bienpesca,2611002342,2017
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,14000,2,bienpesca,2611002342,2018
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,7000,1,bienpesca,2611003126,2016
SONORA,HERMOSILLO,EL CHOYUDO (LOS JAPONESES),26,260301214,26030,7000,1,bienpesca,2611003126,2018
SONORA,HERMOSILLO,EL CHOYUDO LOS JAPONESES,NA,NA,NA,36000,5,bienpesca,2611000460,2019
SONORA,HERMOSILLO,EL CHOYUDO LOS JAPONESES,NA,NA,NA,43200,6,bienpesca,2611000809,2019
SONORA,HERMOSILLO,EL CHOYUDO LOS JAPONESES,NA,NA,NA,28800,4,bienpesca,2611002342,2019
SONORA,HERMOSILLO,EL CHOYUDO LOS JAPONESES,NA,NA,NA,43200,6,bienpesca,2611003464,2019
SINALOA,ROSARIO,EL CHUPADERO,25,250140468,25014,7000,1,bienpesca,2504000775,2018
SINALOA,ROSARIO,EL CHUPADERO,25,250140468,25014,7000,1,bienpesca,2510000710,2015
SINALOA,ROSARIO,EL CHUPADERO,25,250140468,25014,7000,1,bienpesca,2510000710,2016
SINALOA,ROSARIO,EL CHUPADERO,25,250140468,25014,7000,1,bienpesca,2510000710,2017
COLIMA,TECOMAN,EL CHUPADERO,06,060090702,06009,7000,1,bienpesca,602000234,2016
COLIMA,TECOMAN,EL CHUPADERO,06,060090702,06009,7000,1,bienpesca,602000234,2017
COLIMA,TECOMAN,EL CHUPADERO,06,060090702,06009,7000,1,bienpesca,602000234,2018
TABASCO,BALANCAN,EL CIBALITO,27,270010069,27001,7000,1,bienpesca,2708000050,2018
TABASCO,BALANCAN,EL CIBALITO,27,270010069,27001,7200,1,bienpesca,2708000050,2019
CHIAPAS,VILLA CORZO,EL CIELITO (BUENAVISTA),07,071070629,07107,14000,2,bienpesca,707000394,2015
CHIAPAS,VILLA CORZO,EL CIELITO (BUENAVISTA),07,071070629,07107,14000,2,bienpesca,707000394,2017
VERACRUZ,TANTIMA,EL CINCUENTA,NA,NA,NA,7000,1,bienpesca,3005000447,2015
VERACRUZ,TANTIMA,EL CINCUENTA,NA,NA,NA,7000,1,bienpesca,3005000447,2016
VERACRUZ,TANTIMA,EL CINCUENTA,NA,NA,NA,14400,2,bienpesca,3005000447,2019
VERACRUZ,TANTIMA,EL CINCUENTA,NA,NA,NA,7000,1,bienpesca,3005000694,2016
VERACRUZ,TANTIMA,EL CINCUENTA,NA,NA,NA,7000,1,bienpesca,3005000694,2017
VERACRUZ,TANTIMA,EL CINCUENTA,NA,NA,NA,21000,3,bienpesca,3005000694,2018
CHIAPAS,COPAINALA,EL CIPRES,07,070210034,07021,14400,2,bienpesca,709000392,2019
CHIAPAS,COPAINALA,EL CIPRES ABAJO TRES PICOS,NA,NA,NA,57600,8,bienpesca,709000392,2019
NAYARIT,DEL NAYAR,EL CIRUELAR,18,180091004,18009,21000,3,bienpesca,1804001228,2015
NAYARIT,DEL NAYAR,EL CIRUELAR,18,180091390,18009,21000,3,bienpesca,1804001228,2015
NAYARIT,DEL NAYAR,EL CIRUELAR,18,180091004,18009,7000,1,bienpesca,1804001228,2016
NAYARIT,DEL NAYAR,EL CIRUELAR,18,180091390,18009,7000,1,bienpesca,1804001228,2016
NAYARIT,DEL NAYAR,EL CIRUELAR,18,180091004,18009,14000,2,bienpesca,1804001228,2017
NAYARIT,DEL NAYAR,EL CIRUELAR,18,180091390,18009,14000,2,bienpesca,1804001228,2017
NAYARIT,DEL NAYAR,EL CIRUELAR,18,180091004,18009,7000,1,bienpesca,1804001228,2018
NAYARIT,DEL NAYAR,EL CIRUELAR,18,180091390,18009,7000,1,bienpesca,1804001228,2018
NAYARIT,DEL NAYAR,EL CIRUELAR,18,180091004,18009,21600,3,bienpesca,1804001228,2019
NAYARIT,DEL NAYAR,EL CIRUELAR,18,180091390,18009,21600,3,bienpesca,1804001228,2019
MICHOACAN,LA HUACANA,EL CIRUELO,NA,NA,NA,21600,3,bienpesca,1602000372,2019
OAXACA,SANTIAGO PINOTEPA NACIONAL,EL CIRUELO,20,204820007,20482,7000,1,bienpesca,2007001189,2016
OAXACA,SANTIAGO PINOTEPA NACIONAL,EL CIRUELO,20,204820007,20482,7000,1,bienpesca,2007001189,2018
OAXACA,SANTIAGO PINOTEPA NACIONAL,EL CIRUELO,20,204820007,20482,7200,1,bienpesca,2007001189,2019
GUERRERO,JOSE AZUETA,EL COACOYUL,NA,NA,NA,14400,2,bienpesca,1202000731,2019
GUERRERO,JOSE AZUETA,EL COACOYUL,NA,NA,NA,7200,1,bienpesca,1202001234,2019
GUERRERO,JOSE AZUETA,EL COACOYUL,NA,NA,NA,7200,1,bienpesca,1202001614,2019
GUERRERO,JOSE AZUETA,EL COACOYUL,NA,NA,NA,7200,1,bienpesca,1202003083,2019
GUERRERO,JOSE AZUETA,EL COACOYUL,NA,NA,NA,7200,1,bienpesca,1202003213,2019
GUERRERO,ZIHUATANEJO DE AZUETA,EL COACOYUL,12,120380023,12038,7000,1,bienpesca,1202000012,2016
GUERRERO,ZIHUATANEJO DE AZUETA,EL COACOYUL,12,120380023,12038,16000,2,bienpesca,1202003213,2014
GUERRERO,ZIHUATANEJO DE AZUETA,EL COACOYUL,12,120380023,12038,14000,2,bienpesca,1202003213,2018
GUERRERO,ZIHUATANEJO DE AZUETA,EL COACOYUL,12,120380023,12038,7000,1,bienpesca,1202003240,2015
GUERRERO,ZIHUATANEJO DE AZUETA,EL COACOYUL,12,120380023,12038,7000,1,bienpesca,1202003240,2018
GUERRERO,TECPAN DE GALEANA,EL COBANO,12,120570027,12057,7000,1,bienpesca,1204002123,2016
GUERRERO,TECPAN DE GALEANA,EL COBANO,12,120570027,12057,7000,1,bienpesca,1204002123,2017
GUERRERO,TECPAN DE GALEANA,EL COBANO,12,120570027,12057,7000,1,bienpesca,1204002123,2018
MICHOACAN,LA HUACANA,EL COCO (EL GUACHE),NA,NA,NA,7000,1,bienpesca,1602001172,2016
VERACRUZ,ALVARADO,EL COCUITE,NA,NA,NA,133000,19,bienpesca,3001007826,2018
VERACRUZ,ALVARADO,EL COCUITE,NA,NA,NA,72000,10,bienpesca,3001007826,2019
VERACRUZ,ALVARADO,EL COCUITE,NA,NA,NA,7000,1,bienpesca,3001009566,2015
NAYARIT,BAHIA DE BANDERAS,EL COLOMO,18,180200026,18020,7000,1,bienpesca,1807000300,2016
NAYARIT,BAHIA DE BANDERAS,EL COLOMO,18,180200026,18020,7200,1,bienpesca,1807000300,2019
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,14000,2,bienpesca,601000383,2016
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,7000,1,bienpesca,601000383,2017
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,14000,2,bienpesca,601000383,2018
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,7200,1,bienpesca,601000383,2019
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,7200,1,bienpesca,601001357,2019
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,8000,1,bienpesca,601001373,2014
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,14000,2,bienpesca,601001373,2018
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,7000,1,bienpesca,601002090,2016
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,7200,1,bienpesca,601002165,2019
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,7000,1,bienpesca,601002207,2015
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,14000,2,bienpesca,601002207,2016
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,7000,1,bienpesca,601002207,2017
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,14000,2,bienpesca,601002207,2018
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,7200,1,bienpesca,601002801,2019
COLIMA,MANZANILLO,EL COLOMO,06,060070021,06007,7200,1,bienpesca,601002819,2019
MICHOACAN,LAZARO CARDENAS,EL COLOMO (SAN MIGUEL),NA,NA,NA,8000,1,bienpesca,1601000563,2014
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,16000,2,bienpesca,2505000246,2014
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,7200,1,bienpesca,2505000246,2019
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,512000,64,bienpesca,2505000253,2014
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,189000,27,bienpesca,2505000253,2015
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,231000,33,bienpesca,2505000253,2016
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,322000,46,bienpesca,2505000253,2017
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,196000,28,bienpesca,2505000253,2018
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,208800,29,bienpesca,2505000253,2019
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,16000,2,bienpesca,2505000261,2014
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,7000,1,bienpesca,2505000261,2016
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,7000,1,bienpesca,2505000709,2017
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,8000,1,bienpesca,2505001194,2014
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,14000,2,bienpesca,2505002218,2016
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,7200,1,bienpesca,2505002218,2019
SINALOA,GUASAVE,EL COLORADITO,25,250110707,25011,144000,20,bienpesca,2505005948,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,77000,11,bienpesca,2501001081,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,182000,26,bienpesca,2501001081,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,147000,21,bienpesca,2501001081,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,84000,12,bienpesca,2501001081,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,115200,16,bienpesca,2501001081,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,14000,2,bienpesca,2505002739,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,105000,15,bienpesca,2507000038,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,238000,34,bienpesca,2507000038,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,70000,10,bienpesca,2507000038,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,168000,24,bienpesca,2507000038,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,129600,18,bienpesca,2507000038,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,98000,14,bienpesca,2507000145,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,154000,22,bienpesca,2507000145,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,126000,18,bienpesca,2507000145,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,119000,17,bienpesca,2507000145,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,100800,14,bienpesca,2507000145,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,21000,3,bienpesca,2507000335,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507000335,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,21000,3,bienpesca,2507000335,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,16000,2,bienpesca,2507000350,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,91000,13,bienpesca,2507000350,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,175000,25,bienpesca,2507000350,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,154000,22,bienpesca,2507000350,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,91000,13,bienpesca,2507000350,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,122400,17,bienpesca,2507000350,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,48000,6,bienpesca,2507000368,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,91000,13,bienpesca,2507000368,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,154000,22,bienpesca,2507000368,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,154000,22,bienpesca,2507000368,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,112000,16,bienpesca,2507000368,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,122400,17,bienpesca,2507000368,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,98000,14,bienpesca,2507000376,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,84000,12,bienpesca,2507000376,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,7000,1,bienpesca,2507000434,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,77000,11,bienpesca,2507000467,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,154000,22,bienpesca,2507000467,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,140000,20,bienpesca,2507000467,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,77000,11,bienpesca,2507000467,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,86400,12,bienpesca,2507000467,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,98000,14,bienpesca,2507000509,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,189000,27,bienpesca,2507000509,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,203000,29,bienpesca,2507000509,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,105000,15,bienpesca,2507000509,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,129600,18,bienpesca,2507000509,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,63000,9,bienpesca,2507000525,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,91000,13,bienpesca,2507000525,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,91000,13,bienpesca,2507000525,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,63000,9,bienpesca,2507000525,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,57600,8,bienpesca,2507000525,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,49000,7,bienpesca,2507000707,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,105000,15,bienpesca,2507000707,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,147000,21,bienpesca,2507000707,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,70000,10,bienpesca,2507000707,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,100800,14,bienpesca,2507000707,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,112000,16,bienpesca,2507000723,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,182000,26,bienpesca,2507000723,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,210000,30,bienpesca,2507000723,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,98000,14,bienpesca,2507000723,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,115200,16,bienpesca,2507000723,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507001416,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,119000,17,bienpesca,2507001416,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,112000,16,bienpesca,2507001416,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,77000,11,bienpesca,2507001416,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,86400,12,bienpesca,2507001416,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,21000,3,bienpesca,2507002752,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,21600,3,bienpesca,2507002752,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,7200,1,bienpesca,2507002778,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,21000,3,bienpesca,2507002810,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507002810,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,50400,7,bienpesca,2507002810,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,48000,6,bienpesca,2507002844,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,77000,11,bienpesca,2507002844,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,98000,14,bienpesca,2507002844,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,154000,22,bienpesca,2507002844,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,84000,12,bienpesca,2507002844,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,115200,16,bienpesca,2507002844,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507002893,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507002893,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507002893,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,49000,7,bienpesca,2507002893,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,50400,7,bienpesca,2507002893,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,48000,6,bienpesca,2507002901,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507002901,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,91000,13,bienpesca,2507002901,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,63000,9,bienpesca,2507002901,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,56000,8,bienpesca,2507002901,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,79200,11,bienpesca,2507002901,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,32000,4,bienpesca,2507002927,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507002927,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,77000,11,bienpesca,2507002927,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,56000,8,bienpesca,2507002927,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507002927,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,24000,3,bienpesca,2507002943,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,21000,3,bienpesca,2507002943,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507002943,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,21000,3,bienpesca,2507002943,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507002943,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,36000,5,bienpesca,2507002943,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,8000,1,bienpesca,2507003032,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507003032,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507003032,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507003032,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507003032,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,36000,5,bienpesca,2507003032,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507003040,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507003040,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507003040,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,56000,8,bienpesca,2507003040,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,43200,6,bienpesca,2507003040,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507003354,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,63000,9,bienpesca,2507003354,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,56000,8,bienpesca,2507003354,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507003354,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,64800,9,bienpesca,2507003354,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507003388,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,56000,8,bienpesca,2507003388,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507003388,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507003388,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,43200,6,bienpesca,2507003388,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,8000,1,bienpesca,2507004139,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507004139,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,56000,8,bienpesca,2507004139,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507004139,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507004139,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,50400,7,bienpesca,2507004139,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,8000,1,bienpesca,2507004360,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507004360,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,63000,9,bienpesca,2507004360,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507004360,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507004360,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,50400,7,bienpesca,2507004360,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,8000,1,bienpesca,2507004428,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507004428,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,56000,8,bienpesca,2507004428,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507004428,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507004428,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,36000,5,bienpesca,2507004428,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,80000,10,bienpesca,2507005128,2014
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507005128,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,91000,13,bienpesca,2507005128,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,98000,14,bienpesca,2507005128,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,63000,9,bienpesca,2507005128,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,86400,12,bienpesca,2507005128,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,35000,5,bienpesca,2507005151,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507005151,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507005151,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,42000,6,bienpesca,2507005151,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,43200,6,bienpesca,2507005151,2019
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507005169,2015
SINALOA,AHOME,EL COLORADO,25,250010119,25001,28000,4,bienpesca,2507005169,2016
SINALOA,AHOME,EL COLORADO,25,250010119,25001,21000,3,bienpesca,2507005169,2017
SINALOA,AHOME,EL COLORADO,25,250010119,25001,49000,7,bienpesca,2507005169,2018
SINALOA,AHOME,EL COLORADO,25,250010119,25001,50400,7,bienpesca,2507005169,2019
