NOM_ENT,NOM_MUN,NOM_LOC,CVE_ENT,CVE_LOC,CVE_MUN,tot_value,no_sub,subsidy,rnpa,year
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,7000,1,bienpesca,1201006333,2018
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,7200,1,bienpesca,1201006333,2019
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,14000,2,bienpesca,1201006408,2018
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,7200,1,bienpesca,1201006408,2019
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,14400,2,bienpesca,1201007133,2019
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,7000,1,bienpesca,1201007844,2017
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,14400,2,bienpesca,1201007844,2019
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,35000,5,bienpesca,1201007893,2018
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,28800,4,bienpesca,1201007893,2019
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,7000,1,bienpesca,1201008941,2018
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,7000,1,bienpesca,1201008974,2017
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,14000,2,bienpesca,1201009006,2018
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,7000,1,bienpesca,1201009287,2018
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,14400,2,bienpesca,1201009287,2019
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,14400,2,bienpesca,1201009303,2019
SINALOA,GUASAVE,15 DE OCTUBRE,25,250110814,25011,8000,1,bienpesca,2505001079,2014
SINALOA,GUASAVE,15 DE OCTUBRE,25,250110814,25011,7200,1,bienpesca,2505001079,2019
SONORA,HUATABAMPO,17 DE OCTUBRE,26,260330197,26033,7000,1,bienpesca,2602001402,2018
SONORA,HUATABAMPO,17 DE OCTUBRE,26,260330197,26033,8000,1,bienpesca,2604000386,2014
SONORA,HUATABAMPO,17 DE OCTUBRE,26,260330197,26033,7000,1,bienpesca,2604000386,2016
SONORA,HUATABAMPO,17 DE OCTUBRE,26,260330197,26033,28000,4,bienpesca,2604000386,2017
SONORA,HUATABAMPO,17 DE OCTUBRE,26,260330197,26033,7000,1,bienpesca,2604000386,2018
TAMAULIPAS,VALLE HERMOSO,18 DE MARZO (BRECHA 120 ENTRE SUR 92 Y SUR 93),28,280400256,28040,7000,1,bienpesca,2804000616,2016
CHIAPAS,VILLA CORZO,1RO DE MAYO,NA,NA,NA,7000,1,bienpesca,707000303,2017
OAXACA,SAN FRANCISCO IXHUATAN,20 DE NOVIEMBRE,20,201430038,20143,28000,4,bienpesca,2001001151,2017
SINALOA,GUASAVE,22,NA,NA,NA,42000,6,bienpesca,2505000246,2018
SINALOA,GUASAVE,22,NA,NA,NA,304000,38,bienpesca,2505000915,2014
SINALOA,GUASAVE,22,NA,NA,NA,77000,11,bienpesca,2505000915,2015
SINALOA,GUASAVE,22,NA,NA,NA,189000,27,bienpesca,2505000915,2016
SINALOA,GUASAVE,22,NA,NA,NA,98000,14,bienpesca,2505000915,2017
SINALOA,GUASAVE,22,NA,NA,NA,63000,9,bienpesca,2505000915,2018
SINALOA,GUASAVE,24 DE FEBRERO,25,250111020,25011,7000,1,bienpesca,2505001111,2017
SINALOA,ELOTA,26 DE ENERO,25,250080102,25008,7200,1,bienpesca,2501001594,2019
TABASCO,CARDENAS,27 DE FEBRERO LOCATARIOS DEL MERCADO,NA,NA,NA,7200,1,bienpesca,2704002506,2019
SONORA,CAJEME,31 DE OCTUBRE,26,260180397,26018,8000,1,bienpesca,2602001394,2014
SONORA,CAJEME,31 DE OCTUBRE,26,260180397,26018,7000,1,bienpesca,2602001394,2017
SINALOA,NAVOLATO,4 VIENTOS,NA,NA,NA,7200,1,bienpesca,2509000184,2019
CAMPECHE,CARMEN,5 DE MAYO,NA,NA,NA,7200,1,bienpesca,402001168,2019
SONORA,GUAYMAS,5 DE MAYO (EL RANCHITO),26,260290785,26029,7000,1,bienpesca,2607003890,2016
SONORA,GUAYMAS,5 DE MAYO (EL RANCHITO),26,260290785,26029,7000,1,bienpesca,2607004302,2015
SINALOA,AHOME,89 B DE I,NA,NA,NA,7000,1,bienpesca,2505002739,2018
BAJA CALIFORNIA SUR,LA PAZ,A DONDE,03,030031739,03003,7000,1,bienpesca,305007270,2016
BAJA CALIFORNIA SUR,LA PAZ,A DONDE,03,030031739,03003,7000,1,bienpesca,305007270,2018
TAMAULIPAS,MATAMOROS,AARON RODRIGUEZ,NA,NA,NA,14400,2,bienpesca,2804000608,2019
TAMAULIPAS,ABASOLO,ABASOLO,28,280010001,28001,7000,1,bienpesca,2808006619,2018
TAMAULIPAS,ABASOLO,ABASOLO,28,280010001,28001,14000,2,bienpesca,2808007922,2017
NAYARIT,ROSAMORADA,ABELARDO L RODRIGUEZ (AMAPA),NA,NA,NA,91000,13,bienpesca,1805000617,2015
NAYARIT,ROSAMORADA,ABELARDO L RODRIGUEZ (AMAPA),NA,NA,NA,189000,27,bienpesca,1805000617,2016
NAYARIT,ROSAMORADA,ABELARDO L RODRIGUEZ (AMAPA),NA,NA,NA,112000,16,bienpesca,1805000617,2017
NAYARIT,ROSAMORADA,ABELARDO L RODRIGUEZ (AMAPA),NA,NA,NA,119000,17,bienpesca,1805000617,2018
NAYARIT,ROSAMORADA,ABELARDO L RODRIGUEZ AMAPA,NA,NA,NA,57600,8,bienpesca,1805000617,2019
SINALOA,ELOTA,ABOCHO ESTACION ABOCHO,NA,NA,NA,28800,4,bienpesca,2501001677,2019
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,14000,2,bienpesca,3009004445,2017
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,49000,7,bienpesca,3009004551,2017
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,70000,10,bienpesca,3009004551,2018
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,7000,1,bienpesca,3009004585,2017
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,7000,1,bienpesca,3009004585,2018
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,7000,1,bienpesca,3009005483,2016
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,7000,1,bienpesca,3009005483,2017
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,7000,1,bienpesca,3009005483,2018
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,8000,1,bienpesca,3009006291,2014
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,14000,2,bienpesca,3009006291,2017
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,14000,2,bienpesca,3009006291,2018
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,7000,1,bienpesca,3009006325,2018
TABASCO,CENTRO,ACACHAPAN Y COLMENA 1A SECCION,NA,NA,NA,7200,1,bienpesca,2708001025,2019
TABASCO,CENTRO,ACACHAPAN Y COLMENA 1RA SECCION,NA,NA,NA,7000,1,bienpesca,2708001025,2017
TABASCO,CENTRO,ACACHAPAN Y COLMENA 3A SECCION,NA,NA,NA,21600,3,bienpesca,2708000878,2019
TABASCO,CENTRO,ACACHAPAN Y COLMENA 3RA SECCION,NA,NA,NA,7000,1,bienpesca,2708000878,2017
TABASCO,CENTRO,ACACHAPAN Y COLMENA 3RA SECCION,NA,NA,NA,7000,1,bienpesca,2708000878,2018
TABASCO,CENTRO,ACACHAPAN Y COLMENA 4A SECCION,NA,NA,NA,7200,1,bienpesca,2708000167,2019
TABASCO,CENTRO,ACACHAPAN Y COLMENA 4A SECCION,NA,NA,NA,50400,7,bienpesca,2708000878,2019
TABASCO,CENTRO,ACACHAPAN Y COLMENA 4TA SECCION,NA,NA,NA,14000,2,bienpesca,2708000878,2017
TABASCO,CENTRO,ACACHAPAN Y COLMENA 4TA SECCION,NA,NA,NA,21000,3,bienpesca,2708000878,2018
TABASCO,CENTRO,ACACHAPAN Y COLMENA 4TA SECCION,NA,NA,NA,7000,1,bienpesca,2708001769,2015
TABASCO,CENTRO,ACACHAPAN Y COLMENA 4TA SECCION,NA,NA,NA,21000,3,bienpesca,2708001769,2017
TABASCO,CENTRO,ACACHAPAN Y COLMENA 4TA SECCION,NA,NA,NA,14000,2,bienpesca,2708001769,2018
TABASCO,CENTRO,ACACHAPAN Y COLMENA 5A SECCION,NA,NA,NA,57600,8,bienpesca,2708000167,2019
TABASCO,CENTRO,ACACHAPAN Y COLMENA 5A SECCION,NA,NA,NA,14400,2,bienpesca,2708000878,2019
TABASCO,CENTRO,ACACHAPAN Y COLMENA 5TA SECCION,NA,NA,NA,7000,1,bienpesca,2708000167,2017
TABASCO,CENTRO,ACACHAPAN Y COLMENA 5TA SECCION,NA,NA,NA,28000,4,bienpesca,2708000167,2018
TABASCO,CENTRO,ACACHAPAN Y COLMENA 5TA SECCION,NA,NA,NA,7000,1,bienpesca,2708000878,2015
TABASCO,CENTRO,ACACHAPAN Y COLMENA 5TA SECCION,NA,NA,NA,7000,1,bienpesca,2708000878,2018
CHIAPAS,ACACOYAGUA,ACACOYAGUA,07,070010001,07001,7000,1,bienpesca,701000077,2016
CHIAPAS,ACACOYAGUA,ACACOYAGUA,07,070010001,07001,7000,1,bienpesca,701000473,2015
CHIAPAS,ACACOYAGUA,ACACOYAGUA,07,070010001,07001,7000,1,bienpesca,701000473,2017
CHIAPAS,ACACOYAGUA,ACACOYAGUA,07,070010001,07001,14000,2,bienpesca,701000473,2018
CHIAPAS,ACACOYAGUA,ACACOYAGUA,07,070010001,07001,14400,2,bienpesca,701000473,2019
CHIAPAS,ACACOYAGUA,ACACOYAGUA,07,070010001,07001,7000,1,bienpesca,705002285,2015
CHIAPAS,ACALA,ACALA,07,070020001,07002,43200,6,bienpesca,709000194,2019
VERACRUZ,TAMIAHUA,ACALA,NA,NA,NA,7000,1,bienpesca,3007000049,2015
VERACRUZ,TAMIAHUA,ACALA,NA,NA,NA,7000,1,bienpesca,3007000049,2018
MICHOACAN,LAZARO CARDENAS,ACALPICAN DE MORELOS,NA,NA,NA,8000,1,bienpesca,1601000936,2014
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,7000,1,bienpesca,701000077,2017
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,7000,1,bienpesca,701000077,2018
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,7200,1,bienpesca,701000077,2019
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,40000,5,bienpesca,701000093,2014
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,14000,2,bienpesca,701000093,2015
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,344000,43,bienpesca,701000101,2014
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,77000,11,bienpesca,701000101,2015
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,56000,8,bienpesca,701000101,2016
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,21000,3,bienpesca,701000101,2017
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,14000,2,bienpesca,701000101,2018
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,7200,1,bienpesca,701000101,2019
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,32000,4,bienpesca,701000473,2014
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,14000,2,bienpesca,701000473,2015
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,14000,2,bienpesca,701000473,2016
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,35000,5,bienpesca,701000473,2017
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,14400,2,bienpesca,701000473,2019
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,7000,1,bienpesca,705003234,2015
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,7000,1,bienpesca,1803000486,2015
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,7000,1,bienpesca,1803000486,2016
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,7200,1,bienpesca,1803000486,2019
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,7000,1,bienpesca,1803000528,2015
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,14000,2,bienpesca,1803000528,2016
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,14000,2,bienpesca,1803000528,2017
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,7000,1,bienpesca,1803000528,2018
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,7000,1,bienpesca,1803000593,2018
SINALOA,ACAPONETA,ACAPONETA,NA,NA,NA,7000,1,bienpesca,2504000288,2016
SINALOA,ACAPONETA,ACAPONETA,NA,NA,NA,7000,1,bienpesca,2504000288,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,336000,42,bienpesca,1201000260,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,182000,26,bienpesca,1201000260,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,280000,40,bienpesca,1201000260,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,525000,75,bienpesca,1201000260,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,658000,94,bienpesca,1201000260,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,360000,50,bienpesca,1201000260,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201000328,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7200,1,bienpesca,1201000328,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,21600,3,bienpesca,1201000393,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,24000,3,bienpesca,1201001219,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,203000,29,bienpesca,1201001219,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,490000,70,bienpesca,1201001219,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,364000,52,bienpesca,1201001219,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,539000,77,bienpesca,1201001219,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,252000,35,bienpesca,1201001219,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,8000,1,bienpesca,1201001243,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201001243,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,40000,5,bienpesca,1201001300,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,70000,10,bienpesca,1201001300,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,91000,13,bienpesca,1201001300,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,161000,23,bienpesca,1201001300,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,182000,26,bienpesca,1201001300,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,151200,21,bienpesca,1201001300,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,32000,4,bienpesca,1201002142,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,70000,10,bienpesca,1201002142,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,91000,13,bienpesca,1201002142,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,70000,10,bienpesca,1201002142,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,119000,17,bienpesca,1201002142,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,115200,16,bienpesca,1201002142,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,88000,11,bienpesca,1201002944,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,42000,6,bienpesca,1201002944,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,84000,12,bienpesca,1201002944,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,56000,8,bienpesca,1201002944,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,42000,6,bienpesca,1201002944,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,50400,7,bienpesca,1201002944,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,21000,3,bienpesca,1201003124,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14000,2,bienpesca,1201003124,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,28000,4,bienpesca,1201003124,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,50400,7,bienpesca,1201003124,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,408000,51,bienpesca,1201003686,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,343000,49,bienpesca,1201003686,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,588000,84,bienpesca,1201003686,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,308000,44,bienpesca,1201003686,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,462000,66,bienpesca,1201003686,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,345600,48,bienpesca,1201003686,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,8000,1,bienpesca,1201003710,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14000,2,bienpesca,1201003710,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14000,2,bienpesca,1201003710,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201003710,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14400,2,bienpesca,1201003710,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,8000,1,bienpesca,1201004122,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,28000,4,bienpesca,1201004122,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7200,1,bienpesca,1201006242,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201006333,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7200,1,bienpesca,1201006333,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201006390,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14400,2,bienpesca,1201006390,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201006408,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201006556,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,151200,21,bienpesca,1201006648,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,232000,29,bienpesca,1201006713,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14000,2,bienpesca,1201006713,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,399000,57,bienpesca,1201006713,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,231000,33,bienpesca,1201006713,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,364000,52,bienpesca,1201006713,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,280800,39,bienpesca,1201006713,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,21000,3,bienpesca,1201006762,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,63000,9,bienpesca,1201006770,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,56000,8,bienpesca,1201006770,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,86400,12,bienpesca,1201006770,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,42000,6,bienpesca,1201006861,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,21000,3,bienpesca,1201006861,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7200,1,bienpesca,1201006903,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,70000,10,bienpesca,1201006911,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,63000,9,bienpesca,1201006911,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,140000,20,bienpesca,1201006911,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,196000,28,bienpesca,1201006911,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,100800,14,bienpesca,1201006911,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7200,1,bienpesca,1201006945,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7200,1,bienpesca,1201006960,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,187200,26,bienpesca,1201007042,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7200,1,bienpesca,1201007075,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,161000,23,bienpesca,1201007117,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,203000,29,bienpesca,1201007117,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,273000,39,bienpesca,1201007117,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,434000,62,bienpesca,1201007117,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,180000,25,bienpesca,1201007117,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,43200,6,bienpesca,1201007141,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,79200,11,bienpesca,1201007182,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7200,1,bienpesca,1201007224,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,64000,8,bienpesca,1201007240,2014
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201007240,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14000,2,bienpesca,1201007240,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14400,2,bienpesca,1201007240,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,98000,14,bienpesca,1201007257,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,91000,13,bienpesca,1201007257,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,63000,9,bienpesca,1201007257,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,35000,5,bienpesca,1201007257,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,108000,15,bienpesca,1201007257,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201007356,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201007463,2018
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14400,2,bienpesca,1201007463,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,126000,18,bienpesca,1201007539,2015
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,259000,37,bienpesca,1201007539,2016
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,168000,24,bienpesca,1201007539,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7000,1,bienpesca,1201007570,2017
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,7200,1,bienpesca,1201007570,2019
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14400,2,bienpesca,1201007604,2019
