NOM_ENT,NOM_MUN,NOM_LOC,CVE_ENT,CVE_LOC,CVE_MUN,tot_value,no_sub,subsidy,rnpa,year
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,252000,35,bienpesca,BIENPESCA,2020
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,252000,35,bienpesca,BIENPESCA,2021
GUERRERO,ACAPULCO DE JUAREZ,10 DE ABRIL,12,120010377,12001,252000,35,bienpesca,BIENPESCA,2022
TAMAULIPAS,VALLE HERMOSO,12 DE OCTUBRE (BRECHA 126 ENTRE SUR 85 Y SUR 88),NA,NA,NA,7200,1,bienpesca,BIENPESCA,2020
TAMAULIPAS,VALLE HERMOSO,12 DE OCTUBRE (BRECHA 126 ENTRE SUR 85 Y SUR 88),NA,NA,NA,7200,1,bienpesca,BIENPESCA,2021
TAMAULIPAS,VALLE HERMOSO,12 DE OCTUBRE (BRECHA 126 ENTRE SUR 85 Y SUR 88),NA,NA,NA,7200,1,bienpesca,BIENPESCA,2022
SINALOA,GUASAVE,15 DE OCTUBRE,25,250110814,25011,7200,1,bienpesca,BIENPESCA,2020
SINALOA,GUASAVE,15 DE OCTUBRE,25,250110814,25011,7200,1,bienpesca,BIENPESCA,2021
SINALOA,GUASAVE,15 DE OCTUBRE,25,250110814,25011,7200,1,bienpesca,BIENPESCA,2022
SINALOA,GUASAVE,15 DE OCTUBRE,25,250110814,25011,1875,1,bienpesca,BIENPESCA,2023
SONORA,CABORCA,15 DE SEPTIEMBRE,26,260170397,26017,345600,48,bienpesca,BIENPESCA,2020
SONORA,CABORCA,15 DE SEPTIEMBRE,26,260170397,26017,345600,48,bienpesca,BIENPESCA,2021
SONORA,CABORCA,15 DE SEPTIEMBRE,26,260170397,26017,345600,48,bienpesca,BIENPESCA,2022
SONORA,HUATABAMPO,17 DE OCTUBRE,26,260330197,26033,14400,2,bienpesca,BIENPESCA,2020
SONORA,HUATABAMPO,17 DE OCTUBRE,26,260330197,26033,14400,2,bienpesca,BIENPESCA,2021
SONORA,HUATABAMPO,17 DE OCTUBRE,26,260330197,26033,14400,2,bienpesca,BIENPESCA,2022
SINALOA,ANGOSTURA,18 DE DICIEMBRE,25,250020126,25002,14400,2,bienpesca,BIENPESCA,2020
SINALOA,ANGOSTURA,18 DE DICIEMBRE,25,250020126,25002,14400,2,bienpesca,BIENPESCA,2021
SINALOA,ANGOSTURA,18 DE DICIEMBRE,25,250020126,25002,7200,1,bienpesca,BIENPESCA,2022
SINALOA,ANGOSTURA,18 DE DICIEMBRE,25,250020126,25002,1875,1,bienpesca,BIENPESCA,2023
SONORA,CAJEME,18 DE SEPTIEMBRE,26,260180810,26018,7200,1,bienpesca,BIENPESCA,2020
SONORA,CAJEME,18 DE SEPTIEMBRE,26,260180810,26018,7200,1,bienpesca,BIENPESCA,2021
SONORA,CAJEME,18 DE SEPTIEMBRE,26,260180810,26018,7200,1,bienpesca,BIENPESCA,2022
SONORA,HERMOSILLO,20 DE NOVIEMBRE,26,260300664,26030,7200,1,bienpesca,BIENPESCA,2020
SONORA,HERMOSILLO,20 DE NOVIEMBRE,26,260300664,26030,7200,1,bienpesca,BIENPESCA,2021
SONORA,HERMOSILLO,20 DE NOVIEMBRE,26,260300664,26030,7200,1,bienpesca,BIENPESCA,2022
OAXACA,SAN FRANCISCO IXHUATAN,20 DE NOVIEMBRE (EL MORRO),NA,NA,NA,381600,53,bienpesca,BIENPESCA,2020
OAXACA,SAN FRANCISCO IXHUATAN,20 DE NOVIEMBRE (EL MORRO),NA,NA,NA,381600,53,bienpesca,BIENPESCA,2021
OAXACA,SAN FRANCISCO IXHUATAN,20 DE NOVIEMBRE (EL MORRO),NA,NA,NA,345600,48,bienpesca,BIENPESCA,2022
SINALOA,GUASAVE,22,NA,NA,NA,86400,12,bienpesca,BIENPESCA,2020
SINALOA,GUASAVE,22,NA,NA,NA,79200,11,bienpesca,BIENPESCA,2021
SINALOA,GUASAVE,22,NA,NA,NA,79200,11,bienpesca,BIENPESCA,2022
SINALOA,GUASAVE,22,NA,NA,NA,20625,11,bienpesca,BIENPESCA,2023
SINALOA,ELOTA,26 DE ENERO,25,250080102,25008,7200,1,bienpesca,BIENPESCA,2020
SINALOA,ELOTA,26 DE ENERO,25,250080102,25008,14400,2,bienpesca,BIENPESCA,2021
SINALOA,ELOTA,26 DE ENERO,25,250080102,25008,7200,1,bienpesca,BIENPESCA,2022
SINALOA,ELOTA,26 DE ENERO,25,250080102,25008,1875,1,bienpesca,BIENPESCA,2023
MORELOS,CUAUTLA,3 DE MAYO,17,170060047,17006,7200,1,bienpesca,BIENPESCA,2020
MORELOS,CUAUTLA,3 DE MAYO,17,170060047,17006,7200,1,bienpesca,BIENPESCA,2021
MORELOS,CUAUTLA,3 DE MAYO,17,170060047,17006,7200,1,bienpesca,BIENPESCA,2022
SONORA,CAJEME,31 DE OCTUBRE,26,260180397,26018,7200,1,bienpesca,BIENPESCA,2020
SONORA,CAJEME,31 DE OCTUBRE,26,260180397,26018,7200,1,bienpesca,BIENPESCA,2021
SONORA,CAJEME,31 DE OCTUBRE,26,260180397,26018,7200,1,bienpesca,BIENPESCA,2022
SONORA,GUAYMAS,5 DE JULIO,NA,NA,NA,21600,3,bienpesca,BIENPESCA,2020
SONORA,GUAYMAS,5 DE JULIO,NA,NA,NA,21600,3,bienpesca,BIENPESCA,2021
SONORA,GUAYMAS,5 DE JULIO,NA,NA,NA,14400,2,bienpesca,BIENPESCA,2022
SONORA,GUAYMAS,5 DE MAYO (EL RANCHITO),26,260290785,26029,7200,1,bienpesca,BIENPESCA,2020
SONORA,GUAYMAS,5 DE MAYO (EL RANCHITO),26,260290785,26029,7200,1,bienpesca,BIENPESCA,2021
SONORA,GUAYMAS,5 DE MAYO (EL RANCHITO),26,260290785,26029,7200,1,bienpesca,BIENPESCA,2022
SONORA,CABORCA,6 DE ABRIL (SECTOR DOS),26,260170337,26017,7200,1,bienpesca,BIENPESCA,2020
SONORA,CABORCA,6 DE ABRIL (SECTOR DOS),26,260170337,26017,7200,1,bienpesca,BIENPESCA,2021
SONORA,CABORCA,6 DE ABRIL (SECTOR DOS),26,260170337,26017,7200,1,bienpesca,BIENPESCA,2022
SONORA,HUATABAMPO,6 DE ENERO,26,260330439,26033,7200,1,bienpesca,BIENPESCA,2020
SONORA,HUATABAMPO,6 DE ENERO,26,260330439,26033,7200,1,bienpesca,BIENPESCA,2021
SONORA,HUATABAMPO,6 DE ENERO,26,260330439,26033,7200,1,bienpesca,BIENPESCA,2022
BAJA CALIFORNIA SUR,LOS CABOS,6 HERMANOS,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2020
BAJA CALIFORNIA SUR,LOS CABOS,6 HERMANOS,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2021
BAJA CALIFORNIA SUR,LOS CABOS,6 HERMANOS,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2022
BAJA CALIFORNIA SUR,LA PAZ,A DONDE,03,030031739,03003,7200,1,bienpesca,BIENPESCA,2020
BAJA CALIFORNIA SUR,LA PAZ,A DONDE,03,030031739,03003,7200,1,bienpesca,BIENPESCA,2021
BAJA CALIFORNIA SUR,LA PAZ,A DONDE,03,030031739,03003,7200,1,bienpesca,BIENPESCA,2022
TAMAULIPAS,ABASOLO,ABASOLO,28,280010001,28001,21600,3,bienpesca,BIENPESCA,2020
TAMAULIPAS,ABASOLO,ABASOLO,28,280010001,28001,21600,3,bienpesca,BIENPESCA,2021
TAMAULIPAS,ABASOLO,ABASOLO,28,280010001,28001,21600,3,bienpesca,BIENPESCA,2022
VERACRUZ,OZULUAMA DE MASCARENAS,ABEL DEL ANGEL,NA,NA,NA,21600,3,bienpesca,BIENPESCA,2021
VERACRUZ,OZULUAMA DE MASCARENAS,ABEL DEL ANGEL,NA,NA,NA,21600,3,bienpesca,BIENPESCA,2022
SONORA,BENITO JUAREZ,ABEL PLACENCIA,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2020
SONORA,BENITO JUAREZ,ABEL PLACENCIA,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2021
SONORA,BENITO JUAREZ,ABEL PLACENCIA,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2022
CAMPECHE,CARMEN,ABELARDO L. RODRIGUEZ,04,040030058,04003,14400,2,bienpesca,BIENPESCA,2020
CAMPECHE,CARMEN,ABELARDO L. RODRIGUEZ,04,040030058,04003,14400,2,bienpesca,BIENPESCA,2021
CAMPECHE,CARMEN,ABELARDO L. RODRIGUEZ,04,040030058,04003,14400,2,bienpesca,BIENPESCA,2022
NAYARIT,ROSAMORADA,ABELARDO L. RODRIGUEZ (AMAPA),18,180100002,18010,151200,21,bienpesca,BIENPESCA,2020
NAYARIT,ROSAMORADA,ABELARDO L. RODRIGUEZ (AMAPA),18,180100002,18010,144000,20,bienpesca,BIENPESCA,2021
NAYARIT,ROSAMORADA,ABELARDO L. RODRIGUEZ (AMAPA),18,180100002,18010,144000,20,bienpesca,BIENPESCA,2022
SINALOA,ELOTA,ABOCHO (ESTACION ABOCHO),25,250080002,25008,64800,9,bienpesca,BIENPESCA,2020
SINALOA,ELOTA,ABOCHO (ESTACION ABOCHO),25,250080002,25008,64800,9,bienpesca,BIENPESCA,2021
SINALOA,ELOTA,ABOCHO (ESTACION ABOCHO),25,250080002,25008,57600,8,bienpesca,BIENPESCA,2022
SINALOA,ELOTA,ABOCHO (ESTACION ABOCHO),25,250080002,25008,15000,8,bienpesca,BIENPESCA,2023
CHIAPAS,MAPASTEPEC,ABRAHAM GONZALEZ,07,070510205,07051,7200,1,bienpesca,BIENPESCA,2020
CHIAPAS,MAPASTEPEC,ABRAHAM GONZALEZ,07,070510205,07051,7200,1,bienpesca,BIENPESCA,2021
CHIAPAS,MAPASTEPEC,ABRAHAM GONZALEZ,07,070510205,07051,7200,1,bienpesca,BIENPESCA,2022
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,201600,28,bienpesca,BIENPESCA,2020
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,201600,28,bienpesca,BIENPESCA,2021
VERACRUZ,ACULA,ABREVADERO,NA,NA,NA,201600,28,bienpesca,BIENPESCA,2022
SINALOA,CULIACAN,ABUYA,25,250060092,25006,36000,5,bienpesca,BIENPESCA,2020
SINALOA,CULIACAN,ABUYA,25,250060092,25006,36000,5,bienpesca,BIENPESCA,2021
SINALOA,CULIACAN,ABUYA,25,250060092,25006,28800,4,bienpesca,BIENPESCA,2022
SINALOA,CULIACAN,ABUYA,25,250060092,25006,7500,4,bienpesca,BIENPESCA,2023
SINALOA,CULIACAN,ABUYA Y CEUTA SEGUNDA (EJIDO ECHEVERRIA),25,250060966,25006,7200,1,bienpesca,BIENPESCA,2020
SINALOA,CULIACAN,ABUYA Y CEUTA SEGUNDA (EJIDO ECHEVERRIA),25,250060966,25006,7200,1,bienpesca,BIENPESCA,2021
TABASCO,CENTRO,ACACHAPAN Y COLMENA 3RA. SECCION,27,270040021,27004,43200,6,bienpesca,BIENPESCA,2020
TABASCO,CENTRO,ACACHAPAN Y COLMENA 3RA. SECCION,27,270040021,27004,43200,6,bienpesca,BIENPESCA,2021
TABASCO,CENTRO,ACACHAPAN Y COLMENA 3RA. SECCION,27,270040021,27004,43200,6,bienpesca,BIENPESCA,2022
TABASCO,CENTRO,ACACHAPAN Y COLMENA 4TA. SECCION,27,270040024,27004,57600,8,bienpesca,BIENPESCA,2020
TABASCO,CENTRO,ACACHAPAN Y COLMENA 4TA. SECCION,27,270040024,27004,72000,10,bienpesca,BIENPESCA,2021
TABASCO,CENTRO,ACACHAPAN Y COLMENA 4TA. SECCION,27,270040024,27004,72000,10,bienpesca,BIENPESCA,2022
TABASCO,CENTRO,ACACHAPAN Y COLMENA 5TA. SECCION,27,270040025,27004,21600,3,bienpesca,BIENPESCA,2020
TABASCO,CENTRO,ACACHAPAN Y COLMENA 5TA. SECCION,27,270040025,27004,21600,3,bienpesca,BIENPESCA,2021
TABASCO,CENTRO,ACACHAPAN Y COLMENA 5TA. SECCION,27,270040025,27004,21600,3,bienpesca,BIENPESCA,2022
CHIAPAS,ACACOYAGUA,ACACOYAGUA,07,070010001,07001,21600,3,bienpesca,BIENPESCA,2020
CHIAPAS,ACACOYAGUA,ACACOYAGUA,07,070010001,07001,21600,3,bienpesca,BIENPESCA,2021
CHIAPAS,ACACOYAGUA,ACACOYAGUA,07,070010001,07001,14400,2,bienpesca,BIENPESCA,2022
SINALOA,MAZATLAN,ACADEMIA CARDONES BASE BALL,NA,NA,NA,5625,3,bienpesca,BIENPESCA,2023
VERACRUZ,ACAJETE,ACAJETE,NA,NA,NA,14400,2,bienpesca,BIENPESCA,2020
VERACRUZ,ACAJETE,ACAJETE,NA,NA,NA,14400,2,bienpesca,BIENPESCA,2021
VERACRUZ,ACAJETE,ACAJETE,NA,NA,NA,14400,2,bienpesca,BIENPESCA,2022
CHIAPAS,ACALA,ACALA,07,070020001,07002,50400,7,bienpesca,BIENPESCA,2020
CHIAPAS,ACALA,ACALA,07,070020001,07002,57600,8,bienpesca,BIENPESCA,2021
CHIAPAS,ACALA,ACALA,07,070020001,07002,64800,9,bienpesca,BIENPESCA,2022
GUANAJUATO,ACAMBARO,ACAMBARO,11,110020001,11002,3024000,420,bienpesca,BIENPESCA,2020
GUANAJUATO,ACAMBARO,ACAMBARO,11,110020001,11002,3024000,420,bienpesca,BIENPESCA,2021
GUANAJUATO,ACAMBARO,ACAMBARO,11,110020001,11002,2800800,389,bienpesca,BIENPESCA,2022
ESTADO DE MEXICO,ACAMBAY,ACAMBAY,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2020
YUCATAN,ACANCEH,ACANCEH,31,310020001,31002,50400,7,bienpesca,BIENPESCA,2020
YUCATAN,ACANCEH,ACANCEH,31,310020001,31002,36000,5,bienpesca,BIENPESCA,2021
YUCATAN,ACANCEH,ACANCEH,31,310020001,31002,36000,5,bienpesca,BIENPESCA,2022
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,432000,60,bienpesca,BIENPESCA,2020
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,626400,87,bienpesca,BIENPESCA,2021
CHIAPAS,ACAPETAHUA,ACAPETAHUA,07,070030001,07003,424800,59,bienpesca,BIENPESCA,2022
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,482400,67,bienpesca,BIENPESCA,2020
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,302400,42,bienpesca,BIENPESCA,2021
NAYARIT,ACAPONETA,ACAPONETA,18,180010001,18001,216000,30,bienpesca,BIENPESCA,2022
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,18734400,2602,bienpesca,BIENPESCA,2020
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,17935200,2491,bienpesca,BIENPESCA,2021
GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,12,120010001,12001,14400000,2000,bienpesca,BIENPESCA,2022
JALISCO,ACATIC,ACATIC,14,140010001,14001,201600,28,bienpesca,BIENPESCA,2020
JALISCO,ACATIC,ACATIC,14,140010001,14001,187200,26,bienpesca,BIENPESCA,2021
JALISCO,ACATIC,ACATIC,14,140010001,14001,165600,23,bienpesca,BIENPESCA,2022
SINALOA,ANGOSTURA,ACATITA DE LOS CASTRO,25,250020002,25002,14400,2,bienpesca,BIENPESCA,2020
SINALOA,ANGOSTURA,ACATITA DE LOS CASTRO,25,250020002,25002,7200,1,bienpesca,BIENPESCA,2021
SINALOA,ANGOSTURA,ACATITA DE LOS CASTRO,25,250020002,25002,7200,1,bienpesca,BIENPESCA,2022
SINALOA,ANGOSTURA,ACATITA DE LOS CASTRO,25,250020002,25002,1875,1,bienpesca,BIENPESCA,2023
HIDALGO,ACATLAN,ACATLAN,13,130010001,13001,115200,16,bienpesca,BIENPESCA,2020
HIDALGO,ACATLAN,ACATLAN,13,130010001,13001,115200,16,bienpesca,BIENPESCA,2021
HIDALGO,ACATLAN,ACATLAN,13,130010001,13001,115200,16,bienpesca,BIENPESCA,2022
JALISCO,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ,14,140020001,14002,64800,9,bienpesca,BIENPESCA,2020
JALISCO,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ,14,140020001,14002,43200,6,bienpesca,BIENPESCA,2021
OAXACA,ACATLAN DE PEREZ FIGUEROA,ACATLAN DE PEREZ FIGUEROA,20,200020001,20002,1000800,139,bienpesca,BIENPESCA,2020
OAXACA,ACATLAN DE PEREZ FIGUEROA,ACATLAN DE PEREZ FIGUEROA,20,200020001,20002,1000800,139,bienpesca,BIENPESCA,2021
OAXACA,ACATLAN DE PEREZ FIGUEROA,ACATLAN DE PEREZ FIGUEROA,20,200020001,20002,864000,120,bienpesca,BIENPESCA,2022
HIDALGO,ACAXOCHITLAN,ACAXOCHITLAN,13,130020001,13002,115200,16,bienpesca,BIENPESCA,2020
HIDALGO,ACAXOCHITLAN,ACAXOCHITLAN,13,130020001,13002,115200,16,bienpesca,BIENPESCA,2021
HIDALGO,ACAXOCHITLAN,ACAXOCHITLAN,13,130020001,13002,100800,14,bienpesca,BIENPESCA,2022
VERACRUZ,ACAYUCAN,ACAYUCAN,NA,NA,NA,14400,2,bienpesca,BIENPESCA,2020
VERACRUZ,ACAYUCAN,ACAYUCAN,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2021
VERACRUZ,ACAYUCAN,ACAYUCAN,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2022
SONORA,BENITO JUAREZ,ACEITUNITAS (SUBE Y BAJA),26,260710140,26071,86400,12,bienpesca,BIENPESCA,2020
SONORA,BENITO JUAREZ,ACEITUNITAS (SUBE Y BAJA),26,260710140,26071,86400,12,bienpesca,BIENPESCA,2021
SONORA,BENITO JUAREZ,ACEITUNITAS (SUBE Y BAJA),26,260710140,26071,86400,12,bienpesca,BIENPESCA,2022
MICHOACAN,COAHUAYANA,ACHOTAN,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2020
MICHOACAN,COAHUAYANA,ACHOTAN,NA,NA,NA,21600,3,bienpesca,BIENPESCA,2021
SONORA,ACONCHI,ACONCHI,26,260010001,26001,21600,3,bienpesca,BIENPESCA,2020
SONORA,ACONCHI,ACONCHI,26,260010001,26001,7200,1,bienpesca,BIENPESCA,2021
VERACRUZ,ACTOPAN,ACTOPAN,NA,NA,NA,748800,104,bienpesca,BIENPESCA,2020
VERACRUZ,ACTOPAN,ACTOPAN,NA,NA,NA,741600,103,bienpesca,BIENPESCA,2021
VERACRUZ,ACTOPAN,ACTOPAN,NA,NA,NA,669600,93,bienpesca,BIENPESCA,2022
MICHOACAN,ACUITZIO,ACUITZIO,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2021
MICHOACAN,ACUITZIO,ACUITZIO,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2022
VERACRUZ,ACULA,ACULA,NA,NA,NA,698400,97,bienpesca,BIENPESCA,2020
VERACRUZ,ACULA,ACULA,NA,NA,NA,669600,93,bienpesca,BIENPESCA,2021
VERACRUZ,ACULA,ACULA,NA,NA,NA,597600,83,bienpesca,BIENPESCA,2022
VERACRUZ,ACULTZINGO,ACULTZINGO,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2020
VERACRUZ,ACULTZINGO,ACULTZINGO,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2021
VERACRUZ,ACULTZINGO,ACULTZINGO,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2022
COAHUILA,ACUNA,ACUNA,NA,NA,NA,86400,12,bienpesca,BIENPESCA,2020
COAHUILA,ACUNA,ACUNA,NA,NA,NA,72000,10,bienpesca,BIENPESCA,2021
COAHUILA,ACUNA,ACUNA,NA,NA,NA,57600,8,bienpesca,BIENPESCA,2022
QUERETARO,PENAMILLER,ADJUNTAS DE HIGUERAS,22,220130002,22013,64800,9,bienpesca,BIENPESCA,2020
QUERETARO,PENAMILLER,ADJUNTAS DE HIGUERAS,22,220130002,22013,57600,8,bienpesca,BIENPESCA,2021
QUERETARO,PENAMILLER,ADJUNTAS DE HIGUERAS,22,220130002,22013,57600,8,bienpesca,BIENPESCA,2022
SONORA,GUAYMAS,ADOLFO DE LA HUERTA,26,260290002,26029,28800,4,bienpesca,BIENPESCA,2020
SONORA,GUAYMAS,ADOLFO DE LA HUERTA,26,260290002,26029,28800,4,bienpesca,BIENPESCA,2021
SONORA,GUAYMAS,ADOLFO DE LA HUERTA,26,260290002,26029,28800,4,bienpesca,BIENPESCA,2022
CHIAPAS,ACALA,ADOLFO LOPEZ MATEOS,07,070020002,07002,14400,2,bienpesca,BIENPESCA,2020
CHIAPAS,ACALA,ADOLFO LOPEZ MATEOS,07,070020002,07002,14400,2,bienpesca,BIENPESCA,2021
CHIAPAS,ACALA,ADOLFO LOPEZ MATEOS,07,070020002,07002,14400,2,bienpesca,BIENPESCA,2022
TABASCO,CENTLA,ADOLFO LOPEZ MATEOS,27,270030241,27003,36000,5,bienpesca,BIENPESCA,2020
TABASCO,CENTLA,ADOLFO LOPEZ MATEOS,27,270030241,27003,36000,5,bienpesca,BIENPESCA,2021
TABASCO,CENTLA,ADOLFO LOPEZ MATEOS,27,270030241,27003,36000,5,bienpesca,BIENPESCA,2022
TABASCO,MACUSPANA,ADOLFO LOPEZ MATEOS (CORRAL NUEVO),27,270120071,27012,28800,4,bienpesca,BIENPESCA,2020
TABASCO,MACUSPANA,ADOLFO LOPEZ MATEOS (CORRAL NUEVO),27,270120071,27012,21600,3,bienpesca,BIENPESCA,2021
TABASCO,MACUSPANA,ADOLFO LOPEZ MATEOS (CORRAL NUEVO),27,270120071,27012,21600,3,bienpesca,BIENPESCA,2022
SINALOA,EL FUERTE,ADOLFO LOPEZ MATEOS (JAHUARA SEGUNDO),25,250100102,25010,684000,95,bienpesca,BIENPESCA,2020
SINALOA,EL FUERTE,ADOLFO LOPEZ MATEOS (JAHUARA SEGUNDO),25,250100102,25010,676800,94,bienpesca,BIENPESCA,2021
SINALOA,EL FUERTE,ADOLFO LOPEZ MATEOS (JAHUARA SEGUNDO),25,250100102,25010,806400,112,bienpesca,BIENPESCA,2022
SINALOA,EL FUERTE,ADOLFO LOPEZ MATEOS (JAHUARA SEGUNDO),25,250100102,25010,234375,125,bienpesca,BIENPESCA,2023
SONORA,CABORCA,ADOLFO ORIBE DE ALVA,NA,NA,NA,64800,9,bienpesca,BIENPESCA,2020
SONORA,CABORCA,ADOLFO ORIBE DE ALVA,NA,NA,NA,64800,9,bienpesca,BIENPESCA,2021
SONORA,CABORCA,ADOLFO ORIBE DE ALVA,NA,NA,NA,64800,9,bienpesca,BIENPESCA,2022
MICHOACAN,ALVARO OBREGON,ADOLFO RUIZ CORTINES,NA,NA,NA,36000,5,bienpesca,BIENPESCA,2020
MICHOACAN,ALVARO OBREGON,ADOLFO RUIZ CORTINES,NA,NA,NA,50400,7,bienpesca,BIENPESCA,2021
MICHOACAN,ALVARO OBREGON,ADOLFO RUIZ CORTINES,NA,NA,NA,50400,7,bienpesca,BIENPESCA,2022
SINALOA,GUASAVE,ADOLFO RUIZ CORTINES,25,250110035,25011,43200,6,bienpesca,BIENPESCA,2020
SINALOA,GUASAVE,ADOLFO RUIZ CORTINES,25,250110035,25011,43200,6,bienpesca,BIENPESCA,2021
SINALOA,GUASAVE,ADOLFO RUIZ CORTINES,25,250110035,25011,43200,6,bienpesca,BIENPESCA,2022
SINALOA,GUASAVE,ADOLFO RUIZ CORTINES,25,250110035,25011,11250,6,bienpesca,BIENPESCA,2023
VERACRUZ,SAN ANDRES TUXTLA,ADOLFO RUIZ CORTINES,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2020
VERACRUZ,SAN ANDRES TUXTLA,ADOLFO RUIZ CORTINES,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2021
VERACRUZ,SAN ANDRES TUXTLA,ADOLFO RUIZ CORTINES,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2022
TAMAULIPAS,SAN FERNANDO,ADOLFO RUIZ CORTINES,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2020
TAMAULIPAS,SAN FERNANDO,ADOLFO RUIZ CORTINES,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2021
SINALOA,MAZATLAN,AEROPUERTO INTERNACIONAL DE MAZATLAN GENERAL RAFAEL BUELNA,NA,NA,NA,21600,3,bienpesca,BIENPESCA,2020
SINALOA,MAZATLAN,AEROPUERTO INTERNACIONAL DE MAZATLAN GENERAL RAFAEL BUELNA,NA,NA,NA,43200,6,bienpesca,BIENPESCA,2021
SINALOA,MAZATLAN,AEROPUERTO INTERNACIONAL DE MAZATLAN GENERAL RAFAEL BUELNA,NA,NA,NA,36000,5,bienpesca,BIENPESCA,2022
SINALOA,MAZATLAN,AEROPUERTO INTERNACIONAL DE MAZATLAN GENERAL RAFAEL BUELNA,NA,NA,NA,9375,5,bienpesca,BIENPESCA,2023
YUCATAN,MERIDA,AES MERIDA III,NA,NA,NA,21600,3,bienpesca,BIENPESCA,2020
YUCATAN,MERIDA,AES MERIDA III,NA,NA,NA,21600,3,bienpesca,BIENPESCA,2021
YUCATAN,MERIDA,AES MERIDA III,NA,NA,NA,21600,3,bienpesca,BIENPESCA,2022
SONORA,HUATABAMPO,AGIABAMPO NUMERO DOS (EL CAMPITO),26,260330180,26033,288000,40,bienpesca,BIENPESCA,2020
SONORA,HUATABAMPO,AGIABAMPO NUMERO DOS (EL CAMPITO),26,260330180,26033,266400,37,bienpesca,BIENPESCA,2021
SONORA,HUATABAMPO,AGIABAMPO NUMERO DOS (EL CAMPITO),26,260330180,26033,230400,32,bienpesca,BIENPESCA,2022
SONORA,HUATABAMPO,AGIABAMPO UNO,26,260330002,26033,1288800,179,bienpesca,BIENPESCA,2020
SONORA,HUATABAMPO,AGIABAMPO UNO,26,260330002,26033,1281600,178,bienpesca,BIENPESCA,2021
SONORA,HUATABAMPO,AGIABAMPO UNO,26,260330002,26033,1274400,177,bienpesca,BIENPESCA,2022
MICHOACAN,HIDALGO,AGOSTITLAN,NA,NA,NA,14400,2,bienpesca,BIENPESCA,2021
MICHOACAN,HIDALGO,AGOSTITLAN,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2022
SONORA,SAN LUIS RIO COLORADO,AGRICOLA AGROS,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2020
SONORA,SAN LUIS RIO COLORADO,AGRICOLA AGROS,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2021
SONORA,CAJEME,AGRO,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2020
SONORA,CAJEME,AGRO,NA,NA,NA,7200,1,bienpesca,BIENPESCA,2021
BAJA CALIFORNIA SUR,LA PAZ,AGRODELICIAS DE LA BAJA SUR,03,030031569,03003,7200,1,bienpesca,BIENPESCA,2020
BAJA CALIFORNIA SUR,LA PAZ,AGRODELICIAS DE LA BAJA SUR,03,030031569,03003,7200,1,bienpesca,BIENPESCA,2021
BAJA CALIFORNIA SUR,LA PAZ,AGRODELICIAS DE LA BAJA SUR,03,030031569,03003,7200,1,bienpesca,BIENPESCA,2022
BAJA CALIFORNIA SUR,LA PAZ,AGUA AMARGA,03,030030020,03003,446400,62,bienpesca,BIENPESCA,2020
BAJA CALIFORNIA SUR,LA PAZ,AGUA AMARGA,03,030030336,03003,446400,62,bienpesca,BIENPESCA,2020
BAJA CALIFORNIA SUR,LA PAZ,AGUA AMARGA,03,030030020,03003,446400,62,bienpesca,BIENPESCA,2021
